hierarchyId	pCFID	name	verb	object	filePath
4.3.5	11561	Assess production performance (master production schedule -MPS and manufacturing resource planning - MRP)	Assess	Production Performance (master Production Schedule -MPS And Manufacturing Resource Planning - MRP)	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.5-AssessProductionPerformanceMasterProductionScheduleMpsAndManufacturingResourcePlanningMrp/index.mdx
4.3.5.1	11562	Establish appropriate performance measures	Establish	Appropriate Performance Measures	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.5-AssessProductionPerformanceMasterProductionScheduleMpsAndManufacturingResourcePlanningMrp/11562-EstablishAppropriatePerformanceMeasures.mdx
4.3.5.2	11563	Establish production monitoring frequency	Establish	Production Monitoring Frequency	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.5-AssessProductionPerformanceMasterProductionScheduleMpsAndManufacturingResourcePlanningMrp/11563-EstablishProductionMonitoringFrequency.mdx
4.3.5.3	11564	Calculate production performance measures	Calculate	Production Performance Measures	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.5-AssessProductionPerformanceMasterProductionScheduleMpsAndManufacturingResourcePlanningMrp/11564-CalculateProductionPerformanceMeasures.mdx
4.3.5.4	11565	Identify production performance trends	Identify	Production Performance Trends	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.5-AssessProductionPerformanceMasterProductionScheduleMpsAndManufacturingResourcePlanningMrp/11565-IdentifyProductionPerformanceTrends.mdx
4.3.5.5	11566	Identify issues/problems with performance	Identify	Issues/problems With Performance	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.5-AssessProductionPerformanceMasterProductionScheduleMpsAndManufacturingResourcePlanningMrp/11566-IdentifyIssuesProblemsWithPerformance.mdx
4.3.5.6	11567	Prepare appropriate reports	Prepare	Appropriate Reports	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.5-AssessProductionPerformanceMasterProductionScheduleMpsAndManufacturingResourcePlanningMrp/11567-PrepareAppropriateReports.mdx
4.3.5.7	11568	Develop action plan to improve performance	Develop	Action Plan To Improve Performance	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.5-AssessProductionPerformanceMasterProductionScheduleMpsAndManufacturingResourcePlanningMrp/11568-DevelopActionPlanToImprovePerformance.mdx
4.4	10219	Manage logistics and warehousing	Manage	Logistics And Warehousing	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/index.mdx
4.4.1	10338	Provide logistics governance	Provide	Logistics Governance	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.1-ProvideLogisticsGovernance/index.mdx
4.4.1.1	10343	Translate customer service requirements into logistics requirements	Translate	Customer Service Requirements Into Logistics Requirements	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.1-ProvideLogisticsGovernance/10343-TranslateCustomerServiceRequirementsIntoLogisticsRequirements.mdx
4.4.1.2	10344	Design logistics network	Design	Logistics Network	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.1-ProvideLogisticsGovernance/10344-DesignLogisticsNetwork.mdx
4.4.1.3	10345	Communicate outsourcing needs	Communicate	Outsourcing Needs	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.1-ProvideLogisticsGovernance/10345-CommunicateOutsourcingNeeds.mdx
4.4.1.4	10346	Develop and maintain delivery service policy	Develop	And Maintain Delivery Service Policy	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.1-ProvideLogisticsGovernance/10346-DevelopAndMaintainDeliveryServicePolicy.mdx
4.4.1.5	10347	Optimize transportation schedules and costs	Optimize	Transportation Schedules And Costs	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.1-ProvideLogisticsGovernance/10347-OptimizeTransportationSchedulesAndCosts.mdx
4.4.1.6	10348	Define key performance measures	Define	Key Performance Measures	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.1-ProvideLogisticsGovernance/10348-DefineKeyPerformanceMeasures.mdx
4.4.1.7	16905	Define reverse logistics strategy	Define	Reverse Logistics Strategy	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.1-ProvideLogisticsGovernance/16905-DefineReverseLogisticsStrategy.mdx
4.4.2	20936	Plan and manage inbound material flow	Plan	And Manage Inbound Material Flow	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.2-PlanAndManageInboundMaterialFlow/index.mdx
4.4.2.1	10349	Plan inbound material receipts	Plan	Inbound Material Receipts	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.2-PlanAndManageInboundMaterialFlow/10349-PlanInboundMaterialReceipts.mdx
4.4.2.2	10350	Manage inbound material flow	Manage	Inbound Material Flow	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.2-PlanAndManageInboundMaterialFlow/10350-ManageInboundMaterialFlow.mdx
4.4.2.3	10351	Monitor inbound delivery performance	Monitor	Inbound Delivery Performance	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.2-PlanAndManageInboundMaterialFlow/10351-MonitorInboundDeliveryPerformance.mdx
4.4.2.4	10352	Manage flow of returned products	Manage	Flow Of Returned Products	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.2-PlanAndManageInboundMaterialFlow/10352-ManageFlowOfReturnedProducts.mdx
4.4.2.5	12708	Control quality of returned parts	Control	Quality Of Returned Parts	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.2-PlanAndManageInboundMaterialFlow/12708-ControlQualityOfReturnedParts.mdx
4.4.2.6	20109	Salvage or repair returned products	Salvage	Or Repair Returned Products	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.2-PlanAndManageInboundMaterialFlow/4.4.2.6-SalvageOrRepairReturnedProducts/index.mdx
4.4.2.6.1	10366	Perform salvage activities	Perform	Salvage Activities	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.2-PlanAndManageInboundMaterialFlow/4.4.2.6-SalvageOrRepairReturnedProducts/10366-PerformSalvageActivities.mdx
4.4.2.6.2	14195	Manage repair/refurbishment and return to customer/stock	Manage	Repair/refurbishment And Return To Customer/stock	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.2-PlanAndManageInboundMaterialFlow/4.4.2.6-SalvageOrRepairReturnedProducts/14195-ManageRepairRefurbishmentAndReturnToCustomerStock.mdx
4.4.3	10340	Operate warehousing	Operate	Warehousing	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.3-OperateWarehousing/index.mdx
4.4.3.1	10353	Track inventory deployment	Track	Inventory Deployment	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.3-OperateWarehousing/10353-TrackInventoryDeployment.mdx
4.4.3.2	10354	Receive, inspect, and store inbound deliveries	Receive,	Inspect, And Store Inbound Deliveries	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.3-OperateWarehousing/10354-ReceiveInspectAndStoreInboundDeliveries.mdx
4.4.3.3	10355	Track product availability	Track	Product Availability	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.3-OperateWarehousing/10355-TrackProductAvailability.mdx
4.4.3.4	10356	Pick, pack, and ship product for delivery	Pick,	Pack, And Ship Product For Delivery	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.3-OperateWarehousing/10356-PickPackAndShipProductForDelivery.mdx
4.4.3.5	10357	Track inventory accuracy	Track	Inventory Accuracy	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.3-OperateWarehousing/10357-TrackInventoryAccuracy.mdx
4.4.3.6	10358	Track third-party logistics storage and shipping performance	Track	Third-party Logistics Storage And Shipping Performance	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.3-OperateWarehousing/10358-TrackThirdPartyLogisticsStorageAndShippingPerformance.mdx
4.4.3.7	10359	Manage physical finished goods inventory	Manage	Physical Finished Goods Inventory	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.3-OperateWarehousing/10359-ManagePhysicalFinishedGoodsInventory.mdx
4.4.3.8	20957	Manage warehouse transfers	Manage	Warehouse Transfers	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.3-OperateWarehousing/20957-ManageWarehouseTransfers.mdx
4.4.4	10341	Operate outbound transportation	Operate	Outbound Transportation	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.4-OperateOutboundTransportation/index.mdx
4.4.4.1	10360	Plan, transport, and deliver outbound product	Plan,	Transport, And Deliver Outbound Product	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.4-OperateOutboundTransportation/10360-PlanTransportAndDeliverOutboundProduct.mdx
4.4.4.2	10361	Track carrier delivery performance	Track	Carrier Delivery Performance	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.4-OperateOutboundTransportation/10361-TrackCarrierDeliveryPerformance.mdx
4.4.4.3	10362	Manage transportation fleet	Manage	Transportation Fleet	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.4-OperateOutboundTransportation/10362-ManageTransportationFleet.mdx
4.4.4.4	10363	Process and audit carrier invoices and documents	Process	And Audit Carrier Invoices And Documents	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.4-OperateOutboundTransportation/10363-ProcessAndAuditCarrierInvoicesAndDocuments.mdx
4.4.5	11584	Meet data exchange and legal requirements	Meet	Data Exchange And Legal Requirements	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.5-MeetDataExchangeAndLegalRequirements/index.mdx
4.4.5.1	11585	Perform product classification	Perform	Product Classification	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.5-MeetDataExchangeAndLegalRequirements/11585-PerformProductClassification.mdx
4.4.5.2	11586	Calculate customs duty	Calculate	Customs Duty	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.5-MeetDataExchangeAndLegalRequirements/11586-CalculateCustomsDuty.mdx
4.4.5.3	11587	Manage export control	Manage	Export Control	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.5-MeetDataExchangeAndLegalRequirements/11587-ManageExportControl.mdx
4.4.5.4	11588	Manage quality improvement	Manage	Quality Improvement	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.5-MeetDataExchangeAndLegalRequirements/11588-ManageQualityImprovement.mdx
4.4.5.5	11589	Manage customs processing import	Manage	Customs Processing Import	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.5-MeetDataExchangeAndLegalRequirements/11589-ManageCustomsProcessingImport.mdx
4.4.5.6	11590	Manage presentation to customs	Manage	Presentation To Customs	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.5-MeetDataExchangeAndLegalRequirements/11590-ManagePresentationToCustoms.mdx
4.4.5.7	11591	Manage sanctioned party list screening	Manage	Sanctioned Party List Screening	04-DeliverProducts/4.4-ManageLogisticsAndWarehousing/4.4.5-MeetDataExchangeAndLegalRequirements/11591-ManageSanctionedPartyListScreening.mdx
5.0	20025	Deliver Services	Deliver	Services	05-DeliverServices/index.mdx
5.1	20026	Establish service delivery governance and strategies	Establish	Service Delivery Governance And Strategies	05-DeliverServices/5.1-EstablishServiceDeliveryGovernanceAndStrategies/index.mdx
5.1.1	20027	Establish service delivery governance	Establish	Service Delivery Governance	05-DeliverServices/5.1-EstablishServiceDeliveryGovernanceAndStrategies/5.1.1-EstablishServiceDeliveryGovernance/index.mdx
5.1.1.1	20028	Set up and maintain service delivery governance and management system	Set	Up And Maintain Service Delivery Governance And Management System	05-DeliverServices/5.1-EstablishServiceDeliveryGovernanceAndStrategies/5.1.1-EstablishServiceDeliveryGovernance/20028-SetUpAndMaintainServiceDeliveryGovernanceAndManagementSystem.mdx
5.1.1.2	20029	Manage service delivery performance	Manage	Service Delivery Performance	05-DeliverServices/5.1-EstablishServiceDeliveryGovernanceAndStrategies/5.1.1-EstablishServiceDeliveryGovernance/20029-ManageServiceDeliveryPerformance.mdx
5.1.1.3	20030	Manage service delivery development and direction	Manage	Service Delivery Development And Direction	05-DeliverServices/5.1-EstablishServiceDeliveryGovernanceAndStrategies/5.1.1-EstablishServiceDeliveryGovernance/20030-ManageServiceDeliveryDevelopmentAndDirection.mdx
5.1.1.4	20031	Solicit feedback from customer on service delivery satisfaction	Solicit	Feedback From Customer On Service Delivery Satisfaction	05-DeliverServices/5.1-EstablishServiceDeliveryGovernanceAndStrategies/5.1.1-EstablishServiceDeliveryGovernance/20031-SolicitFeedbackFromCustomerOnServiceDeliverySatisfaction.mdx
5.1.2	20032	Develop service delivery strategies	Develop	Service Delivery Strategies	05-DeliverServices/5.1-EstablishServiceDeliveryGovernanceAndStrategies/5.1.2-DevelopServiceDeliveryStrategies/index.mdx
5.1.2.1	20033	Define service delivery goals	Define	Service Delivery Goals	05-DeliverServices/5.1-EstablishServiceDeliveryGovernanceAndStrategies/5.1.2-DevelopServiceDeliveryStrategies/20033-DefineServiceDeliveryGoals.mdx
5.1.2.2	20034	Define labor policies	Define	Labor Policies	05-DeliverServices/5.1-EstablishServiceDeliveryGovernanceAndStrategies/5.1.2-DevelopServiceDeliveryStrategies/20034-DefineLaborPolicies.mdx
5.1.2.3	20035	Evaluate resource availability	Evaluate	Resource Availability	05-DeliverServices/5.1-EstablishServiceDeliveryGovernanceAndStrategies/5.1.2-DevelopServiceDeliveryStrategies/20035-EvaluateResourceAvailability.mdx
5.1.2.4	20036	Define service delivery network and supply constraints	Define	Service Delivery Network And Supply Constraints	05-DeliverServices/5.1-EstablishServiceDeliveryGovernanceAndStrategies/5.1.2-DevelopServiceDeliveryStrategies/20036-DefineServiceDeliveryNetworkAndSupplyConstraints.mdx
5.1.2.5	20037	Define service delivery process	Define	Service Delivery Process	05-DeliverServices/5.1-EstablishServiceDeliveryGovernanceAndStrategies/5.1.2-DevelopServiceDeliveryStrategies/20037-DefineServiceDeliveryProcess.mdx
5.1.2.6	20038	Review and validate service delivery procedures	Review	And Validate Service Delivery Procedures	05-DeliverServices/5.1-EstablishServiceDeliveryGovernanceAndStrategies/5.1.2-DevelopServiceDeliveryStrategies/20038-ReviewAndValidateServiceDeliveryProcedures.mdx
5.1.2.7	20039	Define service delivery workplace layout and infrastructure	Define	Service Delivery Workplace Layout And Infrastructure	05-DeliverServices/5.1-EstablishServiceDeliveryGovernanceAndStrategies/5.1.2-DevelopServiceDeliveryStrategies/20039-DefineServiceDeliveryWorkplaceLayoutAndInfrastructure.mdx
5.2	20040	Manage service delivery resources	Manage	Service Delivery Resources	05-DeliverServices/5.2-ManageServiceDeliveryResources/index.mdx
5.2.1	20041	Manage service delivery resource demand	Manage	Service Delivery Resource Demand	05-DeliverServices/5.2-ManageServiceDeliveryResources/5.2.1-ManageServiceDeliveryResourceDemand/index.mdx
5.2.1.1	20042	Monitor pipeline	Monitor	Pipeline	05-DeliverServices/5.2-ManageServiceDeliveryResources/5.2.1-ManageServiceDeliveryResourceDemand/20042-MonitorPipeline.mdx
5.2.1.2	20043	Develop baseline forecasts	Develop	Baseline Forecasts	05-DeliverServices/5.2-ManageServiceDeliveryResources/5.2.1-ManageServiceDeliveryResourceDemand/20043-DevelopBaselineForecasts.mdx
5.2.1.3	20044	Collaborate with customers	Collaborate	With Customers	05-DeliverServices/5.2-ManageServiceDeliveryResources/5.2.1-ManageServiceDeliveryResourceDemand/20044-CollaborateWithCustomers.mdx
5.2.1.4	20045	Develop consensus forecast	Develop	Consensus Forecast	05-DeliverServices/5.2-ManageServiceDeliveryResources/5.2.1-ManageServiceDeliveryResourceDemand/20045-DevelopConsensusForecast.mdx
5.2.1.5	20046	Determine availability of skills to deliver on current and forecast customer orders	Determine	Availability Of Skills To Deliver On Current And Forecast Customer Orders	05-DeliverServices/5.2-ManageServiceDeliveryResources/5.2.1-ManageServiceDeliveryResourceDemand/20046-DetermineAvailabilityOfSkillsToDeliverOnCurrentAndForecastCustomerOrders.mdx
5.2.1.6	20047	Monitor activity against forecast and revise forecast	Monitor	Activity Against Forecast And Revise Forecast	05-DeliverServices/5.2-ManageServiceDeliveryResources/5.2.1-ManageServiceDeliveryResourceDemand/20047-MonitorActivityAgainstForecastAndReviseForecast.mdx
5.2.1.7	20048	Evaluate and revise forecasting approach	Evaluate	And Revise Forecasting Approach	05-DeliverServices/5.2-ManageServiceDeliveryResources/5.2.1-ManageServiceDeliveryResourceDemand/20048-EvaluateAndReviseForecastingApproach.mdx
5.2.1.8	20049	Measure forecast accuracy	Measure	Forecast Accuracy	05-DeliverServices/5.2-ManageServiceDeliveryResources/5.2.1-ManageServiceDeliveryResourceDemand/20049-MeasureForecastAccuracy.mdx
5.2.2	20050	Create and manage resource plan	Create	And Manage Resource Plan	05-DeliverServices/5.2-ManageServiceDeliveryResources/5.2.2-CreateAndManageResourcePlan/index.mdx
5.2.2.1	20051	Define and manage skills taxonomy	Define	And Manage Skills Taxonomy	05-DeliverServices/5.2-ManageServiceDeliveryResources/5.2.2-CreateAndManageResourcePlan/20051-DefineAndManageSkillsTaxonomy.mdx
5.2.2.2	20052	Create resource plan	Create	Resource Plan	05-DeliverServices/5.2-ManageServiceDeliveryResources/5.2.2-CreateAndManageResourcePlan/20052-CreateResourcePlan.mdx
5.2.2.3	20053	Match resource demand with capacity, skills, and capabilities	Match	Resource Demand With Capacity, Skills, And Capabilities	05-DeliverServices/5.2-ManageServiceDeliveryResources/5.2.2-CreateAndManageResourcePlan/20053-MatchResourceDemandWithCapacitySkillsAndCapabilities.mdx
5.2.2.4	20054	Collaborate with suppliers and partners to supplement skills and capabilities	Collaborate	With Suppliers And Partners To Supplement Skills And Capabilities	05-DeliverServices/5.2-ManageServiceDeliveryResources/5.2.2-CreateAndManageResourcePlan/20054-CollaborateWithSuppliersAndPartnersToSupplementSkillsAndCapabilities.mdx
5.2.2.5	20055	Identify critical resources and supplier capacity	Identify	Critical Resources And Supplier Capacity	05-DeliverServices/5.2-ManageServiceDeliveryResources/5.2.2-CreateAndManageResourcePlan/20055-IdentifyCriticalResourcesAndSupplierCapacity.mdx
5.2.2.6	20056	Monitor and manage resource capacity and availability	Monitor	And Manage Resource Capacity And Availability	05-DeliverServices/5.2-ManageServiceDeliveryResources/5.2.2-CreateAndManageResourcePlan/20056-MonitorAndManageResourceCapacityAndAvailability.mdx
5.2.3	12127	Enable service-delivery resources	Enable	Service-delivery Resources	05-DeliverServices/5.2-ManageServiceDeliveryResources/5.2.3-EnableServiceDeliveryResources/index.mdx
5.2.3.1	12128	Develop service delivery training plan	Develop	Service Delivery Training Plan	05-DeliverServices/5.2-ManageServiceDeliveryResources/5.2.3-EnableServiceDeliveryResources/12128-DevelopServiceDeliveryTrainingPlan.mdx
5.2.3.2	12129	Develop training materials	Develop	Training Materials	05-DeliverServices/5.2-ManageServiceDeliveryResources/5.2.3-EnableServiceDeliveryResources/12129-DevelopTrainingMaterials.mdx
5.2.3.3	12131	Manage training schedule	Manage	Training Schedule	05-DeliverServices/5.2-ManageServiceDeliveryResources/5.2.3-EnableServiceDeliveryResources/12131-ManageTrainingSchedule.mdx
5.2.3.4	12132	Deliver operations training	Deliver	Operations Training	05-DeliverServices/5.2-ManageServiceDeliveryResources/5.2.3-EnableServiceDeliveryResources/12132-DeliverOperationsTraining.mdx
5.2.3.5	12133	Deliver technical training	Deliver	Technical Training	05-DeliverServices/5.2-ManageServiceDeliveryResources/5.2.3-EnableServiceDeliveryResources/12133-DeliverTechnicalTraining.mdx
5.2.3.6	20057	Perform skill and capability testing	Perform	Skill And Capability Testing	05-DeliverServices/5.2-ManageServiceDeliveryResources/5.2.3-EnableServiceDeliveryResources/20057-PerformSkillAndCapabilityTesting.mdx
5.2.3.7	12135	Evaluate training effectiveness	Evaluate	Training Effectiveness	05-DeliverServices/5.2-ManageServiceDeliveryResources/5.2.3-EnableServiceDeliveryResources/12135-EvaluateTrainingEffectiveness.mdx
5.3	20058	Deliver service to customer	Deliver	Service To Customer	05-DeliverServices/5.3-DeliverServiceToCustomer/index.mdx
5.3.1	20059	Initiate service delivery	Initiate	Service Delivery	05-DeliverServices/5.3-DeliverServiceToCustomer/5.3.1-InitiateServiceDelivery/index.mdx
5.3.1.1	20060	Review contract and agreed terms	Review	Contract And Agreed Terms	05-DeliverServices/5.3-DeliverServiceToCustomer/5.3.1-InitiateServiceDelivery/20060-ReviewContractAndAgreedTerms.mdx
5.3.1.2	20061	Understand customer requirements and define refine approach	Understand	Customer Requirements And Define Refine Approach	05-DeliverServices/5.3-DeliverServiceToCustomer/5.3.1-InitiateServiceDelivery/20061-UnderstandCustomerRequirementsAndDefineRefineApproach.mdx
5.3.1.3	20062	Modify/revise and approve project plan	Modify/revise	And Approve Project Plan	05-DeliverServices/5.3-DeliverServiceToCustomer/5.3.1-InitiateServiceDelivery/20062-ModifyReviseAndApproveProjectPlan.mdx
5.3.1.4	20063	Review customer business objectives	Review	Customer Business Objectives	05-DeliverServices/5.3-DeliverServiceToCustomer/5.3.1-InitiateServiceDelivery/20063-ReviewCustomerBusinessObjectives.mdx
5.3.1.5	20064	Confirm environmental readiness	Confirm	Environmental Readiness	05-DeliverServices/5.3-DeliverServiceToCustomer/5.3.1-InitiateServiceDelivery/20064-ConfirmEnvironmentalReadiness.mdx
5.3.1.6	20065	Identify, select, and assign resources	Identify,	Select, And Assign Resources	05-DeliverServices/5.3-DeliverServiceToCustomer/5.3.1-InitiateServiceDelivery/5.3.1.6-IdentifySelectAndAssignResources/index.mdx
5.3.1.6.1	20066	Establish people objectives	Establish	People Objectives	05-DeliverServices/5.3-DeliverServiceToCustomer/5.3.1-InitiateServiceDelivery/5.3.1.6-IdentifySelectAndAssignResources/20066-EstablishPeopleObjectives.mdx
5.3.1.6.2	20067	Establish engagement rules	Establish	Engagement Rules	05-DeliverServices/5.3-DeliverServiceToCustomer/5.3.1-InitiateServiceDelivery/5.3.1.6-IdentifySelectAndAssignResources/20067-EstablishEngagementRules.mdx
5.3.1.7	20068	Plan for service delivery	Plan	For Service Delivery	05-DeliverServices/5.3-DeliverServiceToCustomer/5.3.1-InitiateServiceDelivery/20068-PlanForServiceDelivery.mdx
5.3.2	20069	Execute service delivery	Execute	Service Delivery	05-DeliverServices/5.3-DeliverServiceToCustomer/5.3.2-ExecuteServiceDelivery/index.mdx
5.3.2.1	20070	Analyze environment and customer needs	Analyze	Environment And Customer Needs	05-DeliverServices/5.3-DeliverServiceToCustomer/5.3.2-ExecuteServiceDelivery/20070-AnalyzeEnvironmentAndCustomerNeeds.mdx
5.3.2.2	20071	Define solution	Define	Solution	05-DeliverServices/5.3-DeliverServiceToCustomer/5.3.2-ExecuteServiceDelivery/20071-DefineSolution.mdx
5.3.2.3	20072	Validate solution	Validate	Solution	05-DeliverServices/5.3-DeliverServiceToCustomer/5.3.2-ExecuteServiceDelivery/20072-ValidateSolution.mdx
5.3.2.4	20073	Identify changes	Identify	Changes	05-DeliverServices/5.3-DeliverServiceToCustomer/5.3.2-ExecuteServiceDelivery/20073-IdentifyChanges.mdx
5.3.2.5	20074	Obtain approval to proceed	Obtain	Approval To Proceed	05-DeliverServices/5.3-DeliverServiceToCustomer/5.3.2-ExecuteServiceDelivery/20074-ObtainApprovalToProceed.mdx
5.3.2.6	20075	Make build/buy solution	Make	Build/buy Solution	05-DeliverServices/5.3-DeliverServiceToCustomer/5.3.2-ExecuteServiceDelivery/20075-MakeBuildBuySolution.mdx
5.3.2.7	20076	Deploy solution	Deploy	Solution	05-DeliverServices/5.3-DeliverServiceToCustomer/5.3.2-ExecuteServiceDelivery/20076-DeploySolution.mdx
5.3.3	20077	Complete service delivery	Complete	Service Delivery	05-DeliverServices/5.3-DeliverServiceToCustomer/5.3.3-CompleteServiceDelivery/index.mdx
5.3.3.1	20078	Conduct service delivery/project review and evaluate success	Conduct	Service Delivery/project Review And Evaluate Success	05-DeliverServices/5.3-DeliverServiceToCustomer/5.3.3-CompleteServiceDelivery/20078-ConductServiceDeliveryProjectReviewAndEvaluateSuccess.mdx
5.3.3.2	20079	Complete/finalize financial management activities	Complete/finalize	Financial Management Activities	05-DeliverServices/5.3-DeliverServiceToCustomer/5.3.3-CompleteServiceDelivery/20079-CompleteFinalizeFinancialManagementActivities.mdx
5.3.3.3	20080	Confirm delivery according to contract terms	Confirm	Delivery According To Contract Terms	05-DeliverServices/5.3-DeliverServiceToCustomer/5.3.3-CompleteServiceDelivery/20080-ConfirmDeliveryAccordingToContractTerms.mdx
5.3.3.4	20081	Release resources	Release	Resources	05-DeliverServices/5.3-DeliverServiceToCustomer/5.3.3-CompleteServiceDelivery/20081-ReleaseResources.mdx
5.3.3.5	20082	Manage service delivery completion	Manage	Service Delivery Completion	05-DeliverServices/5.3-DeliverServiceToCustomer/5.3.3-CompleteServiceDelivery/20082-ManageServiceDeliveryCompletion.mdx
5.3.3.6	20083	Harvest knowledge	Harvest	Knowledge	05-DeliverServices/5.3-DeliverServiceToCustomer/5.3.3-CompleteServiceDelivery/20083-HarvestKnowledge.mdx
5.3.3.7	20084	Archive records and update systems	Archive	Records And Update Systems	05-DeliverServices/5.3-DeliverServiceToCustomer/5.3.3-CompleteServiceDelivery/20084-ArchiveRecordsAndUpdateSystems.mdx
