hierarchyId	pCFID	name	verb	object	filePath
11.3.4	11204	Investigate legal aspects	Investigate	Legal Aspects	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.3-ManageRemediationEfforts/11.3.4-InvestigateLegalAspects/11204-InvestigateLegalAspects.mdx
11.3.5	11205	Investigate damage cause	Investigate	Damage Cause	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.3-ManageRemediationEfforts/11.3.5-InvestigateDamageCause/11205-InvestigateDamageCause.mdx
11.3.6	11206	Amend or create policy	Amend	Or Create Policy	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.3-ManageRemediationEfforts/11.3.6-AmendOrCreatePolicy/11206-AmendOrCreatePolicy.mdx
11.4	11216	Manage business resiliency	Manage	Business Resiliency	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.4-ManageBusinessResiliency/index.mdx
11.4.1	11221	Develop the business resilience strategy	Develop	Business Resilience Strategy	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.4-ManageBusinessResiliency/11.4.1-DevelopTheBusinessResilienceStrategy/11221-DevelopTheBusinessResilienceStrategy.mdx
11.4.2	11222	Perform continuous business operations planning	Perform	Continuous Business Operations Planning	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.4-ManageBusinessResiliency/11.4.2-PerformContinuousBusinessOperationsPlanning/11222-PerformContinuousBusinessOperationsPlanning.mdx
11.4.3	11223	Test continuous business operations	Test	Continuous Business Operations	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.4-ManageBusinessResiliency/11.4.3-TestContinuousBusinessOperations/11223-TestContinuousBusinessOperations.mdx
11.4.4	11224	Maintain continuous business operations	Maintain	Continuous Business Operations	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.4-ManageBusinessResiliency/11.4.4-MaintainContinuousBusinessOperations/11224-MaintainContinuousBusinessOperations.mdx
11.4.5	16471	Share knowledge of specific risks across other parts of the organization	Share	Knowledge Of Specific Risks Across Other Parts Of Organization	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.4-ManageBusinessResiliency/11.4.5-ShareKnowledgeOfSpecificRisksAcrossOtherPartsOfTheOrganization/16471-ShareKnowledgeOfSpecificRisksAcrossOtherPartsOfTheOrganization.mdx
12.0	10012	Manage External Relationships	Manage	External Relationships	12-ManageExternalRelationships/index.mdx
12.1	11010	Build investor relationships	Build	Investor Relationships	12-ManageExternalRelationships/12.1-BuildInvestorRelationships/index.mdx
12.1.1	11035	Plan, build, and manage lender relations	Plan,	Build, And Manage Lender Relations	12-ManageExternalRelationships/12.1-BuildInvestorRelationships/12.1.1-PlanBuildAndManageLenderRelations/11035-PlanBuildAndManageLenderRelations.mdx
12.1.2	11036	Plan, build, and manage analyst relations	Plan,	Build, And Manage Analyst Relations	12-ManageExternalRelationships/12.1-BuildInvestorRelationships/12.1.2-PlanBuildAndManageAnalystRelations/11036-PlanBuildAndManageAnalystRelations.mdx
12.1.3	11037	Communicate with shareholders	Communicate	With Shareholders	12-ManageExternalRelationships/12.1-BuildInvestorRelationships/12.1.3-CommunicateWithShareholders/11037-CommunicateWithShareholders.mdx
12.1.4	11649	Plan, build, and manage stakeholder relations	Plan,	Build, And Manage Stakeholder Relations	12-ManageExternalRelationships/12.1-BuildInvestorRelationships/12.1.4-PlanBuildAndManageStakeholderRelations/index.mdx
12.1.4.1	11650	Develop and manage analyst/financial community relations	Develop	And Manage Analyst/financial Community Relations	12-ManageExternalRelationships/12.1-BuildInvestorRelationships/12.1.4-PlanBuildAndManageStakeholderRelations/11650-DevelopAndManageAnalystFinancialCommunityRelations.mdx
12.1.4.2	11651	Develop and manage shareholder/investor relations	Develop	And Manage Shareholder/investor Relations	12-ManageExternalRelationships/12.1-BuildInvestorRelationships/12.1.4-PlanBuildAndManageStakeholderRelations/11651-DevelopAndManageShareholderInvestorRelations.mdx
12.2	11011	Manage government and industry relationships	Manage	Government And Industry Relationships	12-ManageExternalRelationships/12.2-ManageGovernmentAndIndustryRelationships/index.mdx
12.2.1	11038	Manage government relations	Manage	Government Relations	12-ManageExternalRelationships/12.2-ManageGovernmentAndIndustryRelationships/12.2.1-ManageGovernmentRelations/index.mdx
12.2.1.1	12869	Assess relationships	Assess	Relationships	12-ManageExternalRelationships/12.2-ManageGovernmentAndIndustryRelationships/12.2.1-ManageGovernmentRelations/12869-AssessRelationships.mdx
12.2.1.2	12870	Appoint responsible executives	Appoint	Responsible Executives	12-ManageExternalRelationships/12.2-ManageGovernmentAndIndustryRelationships/12.2.1-ManageGovernmentRelations/12870-AppointResponsibleExecutives.mdx
12.2.1.3	12871	Monitor relationships	Monitor	Relationships	12-ManageExternalRelationships/12.2-ManageGovernmentAndIndustryRelationships/12.2.1-ManageGovernmentRelations/12871-MonitorRelationships.mdx
12.2.1.4	12872	Receive input from internal advisors	Receive	Input From Internal Advisors	12-ManageExternalRelationships/12.2-ManageGovernmentAndIndustryRelationships/12.2.1-ManageGovernmentRelations/12872-ReceiveInputFromInternalAdvisors.mdx
12.2.1.5	12873	Receive input from external advisors	Receive	Input From External Advisors	12-ManageExternalRelationships/12.2-ManageGovernmentAndIndustryRelationships/12.2.1-ManageGovernmentRelations/12873-ReceiveInputFromExternalAdvisors.mdx
12.2.1.6	12874	Liaise with authorities	Liaise	With Authorities	12-ManageExternalRelationships/12.2-ManageGovernmentAndIndustryRelationships/12.2.1-ManageGovernmentRelations/12874-LiaiseWithAuthorities.mdx
12.2.2	11039	Manage relations with quasi-government bodies	Manage	Relations With Quasi-government Bodies	12-ManageExternalRelationships/12.2-ManageGovernmentAndIndustryRelationships/12.2.2-ManageRelationsWithQuasiGovernmentBodies/index.mdx
12.2.2.1	12875	Establish relationships with agencies	Establish	Relationships With Agencies	12-ManageExternalRelationships/12.2-ManageGovernmentAndIndustryRelationships/12.2.2-ManageRelationsWithQuasiGovernmentBodies/12875-EstablishRelationshipsWithAgencies.mdx
12.2.2.2	12876	Respond to audit inquiries	Respond	To Audit Inquiries	12-ManageExternalRelationships/12.2-ManageGovernmentAndIndustryRelationships/12.2.2-ManageRelationsWithQuasiGovernmentBodies/12876-RespondToAuditInquiries.mdx
12.2.2.3	12877	Maintain documentation of contacts	Maintain	Documentation Of Contacts	12-ManageExternalRelationships/12.2-ManageGovernmentAndIndustryRelationships/12.2.2-ManageRelationsWithQuasiGovernmentBodies/12877-MaintainDocumentationOfContacts.mdx
12.2.2.4	12878	Plan and manage meetings	Plan	And Manage Meetings	12-ManageExternalRelationships/12.2-ManageGovernmentAndIndustryRelationships/12.2.2-ManageRelationsWithQuasiGovernmentBodies/12878-PlanAndManageMeetings.mdx
12.2.3	11040	Manage relations with trade or industry groups	Manage	Relations With Trade Or Industry Groups	12-ManageExternalRelationships/12.2-ManageGovernmentAndIndustryRelationships/12.2.3-ManageRelationsWithTradeOrIndustryGroups/index.mdx
12.2.3.1	12879	Evaluate the requirements for strategic relationships	Evaluate	Requirements For Strategic Relationships	12-ManageExternalRelationships/12.2-ManageGovernmentAndIndustryRelationships/12.2.3-ManageRelationsWithTradeOrIndustryGroups/12879-EvaluateTheRequirementsForStrategicRelationships.mdx
12.2.3.2	12880	Monitor the success of the partnerships	Monitor	Success Of Partnerships	12-ManageExternalRelationships/12.2-ManageGovernmentAndIndustryRelationships/12.2.3-ManageRelationsWithTradeOrIndustryGroups/12880-MonitorTheSuccessOfThePartnerships.mdx
12.2.3.3	12881	Extend or change the relationships	Extend	Or Change Relationships	12-ManageExternalRelationships/12.2-ManageGovernmentAndIndustryRelationships/12.2.3-ManageRelationsWithTradeOrIndustryGroups/12881-ExtendOrChangeTheRelationships.mdx
12.2.4	11041	Manage lobby activities	Manage	Lobby Activities	12-ManageExternalRelationships/12.2-ManageGovernmentAndIndustryRelationships/12.2.4-ManageLobbyActivities/11041-ManageLobbyActivities.mdx
12.3	11012	Manage relations with board of directors	Manage	Relations With Board Of Directors	12-ManageExternalRelationships/12.3-ManageRelationsWithBoardOfDirectors/index.mdx
12.3.1	11042	Report financial results	Report	Financial Results	12-ManageExternalRelationships/12.3-ManageRelationsWithBoardOfDirectors/12.3.1-ReportFinancialResults/11042-ReportFinancialResults.mdx
12.3.2	11043	Report audit findings	Report	Audit Findings	12-ManageExternalRelationships/12.3-ManageRelationsWithBoardOfDirectors/12.3.2-ReportAuditFindings/11043-ReportAuditFindings.mdx
12.3.3	11652	Nominate and elect board of directors	Nominate	And Elect Board Of Directors	12-ManageExternalRelationships/12.3-ManageRelationsWithBoardOfDirectors/12.3.3-NominateAndElectBoardOfDirectors/11652-NominateAndElectBoardOfDirectors.mdx
12.3.4	11653	Report material transactions, securities and exchange commission (SEC) reporting, etc. to BOD	Report	Material Transactions, Securities And Exchange Commission (SEC) Reporting, Etc. To BOD	12-ManageExternalRelationships/12.3-ManageRelationsWithBoardOfDirectors/12.3.4-ReportMaterialTransactionsSecuritiesAndExchangeCommissionSecReportingEtcToBod/11653-ReportMaterialTransactionsSecuritiesAndExchangeCommissionSecReportingEtcToBod.mdx
12.4	11013	Manage legal and ethical issues	Manage	Legal And Ethical Issues	12-ManageExternalRelationships/12.4-ManageLegalAndEthicalIssues/index.mdx
12.4.1	11654	Manage ethics policies and procedures	Manage	Ethics Policies And Procedures	12-ManageExternalRelationships/12.4-ManageLegalAndEthicalIssues/12.4.1-ManageEthicsPoliciesAndProcedures/11654-ManageEthicsPoliciesAndProcedures.mdx
12.4.2	11044	Create ethics policies	Create	Ethics Policies	12-ManageExternalRelationships/12.4-ManageLegalAndEthicalIssues/12.4.2-CreateEthicsPolicies/index.mdx
12.4.2.1	11655	Incorporate ethics training into HR	Incorporate	Ethics Training Into HR	12-ManageExternalRelationships/12.4-ManageLegalAndEthicalIssues/12.4.2-CreateEthicsPolicies/11655-IncorporateEthicsTrainingIntoHr.mdx
12.4.2.2	11656	Refine/Update ethics polices/procedures	Refine/Update	Ethics Polices/procedures	12-ManageExternalRelationships/12.4-ManageLegalAndEthicalIssues/12.4.2-CreateEthicsPolicies/11656-RefineUpdateEthicsPolicesProcedures.mdx
12.4.3	11045	Manage corporate governance policies	Manage	Corporate Governance Policies	12-ManageExternalRelationships/12.4-ManageLegalAndEthicalIssues/12.4.3-ManageCorporateGovernancePolicies/11045-ManageCorporateGovernancePolicies.mdx
12.4.4	11046	Develop and perform preventive law programs	Develop	And Perform Preventive Law Programs	12-ManageExternalRelationships/12.4-ManageLegalAndEthicalIssues/12.4.4-DevelopAndPerformPreventiveLawPrograms/11046-DevelopAndPerformPreventiveLawPrograms.mdx
12.4.5	11047	Ensure compliance	Ensure	Compliance	12-ManageExternalRelationships/12.4-ManageLegalAndEthicalIssues/12.4.5-EnsureCompliance/index.mdx
12.4.5.1	11053	Plan and initiate compliance program	Plan	And Initiate Compliance Program	12-ManageExternalRelationships/12.4-ManageLegalAndEthicalIssues/12.4.5-EnsureCompliance/11053-PlanAndInitiateComplianceProgram.mdx
12.4.5.2	11054	Execute compliance program	Execute	Compliance Program	12-ManageExternalRelationships/12.4-ManageLegalAndEthicalIssues/12.4.5-EnsureCompliance/11054-ExecuteComplianceProgram.mdx
12.4.6	11657	Develop legal policies and procedures	Develop	Legal Policies And Procedures	12-ManageExternalRelationships/12.4-ManageLegalAndEthicalIssues/12.4.6-DevelopLegalPoliciesAndProcedures/index.mdx
12.4.6.1	11658	Develop and follow legal policies and procedures	Develop	And Follow Legal Policies And Procedures	12-ManageExternalRelationships/12.4-ManageLegalAndEthicalIssues/12.4.6-DevelopLegalPoliciesAndProcedures/11658-DevelopAndFollowLegalPoliciesAndProcedures.mdx
12.4.6.2	11659	Ensure compliance with legal policies and procedures	Ensure	Compliance With Legal Policies And Procedures	12-ManageExternalRelationships/12.4-ManageLegalAndEthicalIssues/12.4.6-DevelopLegalPoliciesAndProcedures/11659-EnsureComplianceWithLegalPoliciesAndProcedures.mdx
12.4.7	11048	Manage outside counsel	Manage	Outside Counsel	12-ManageExternalRelationships/12.4-ManageLegalAndEthicalIssues/12.4.7-ManageOutsideCounsel/index.mdx
12.4.7.1	11056	Assess problem and determine work requirements	Assess	Problem And Determine Work Requirements	12-ManageExternalRelationships/12.4-ManageLegalAndEthicalIssues/12.4.7-ManageOutsideCounsel/11056-AssessProblemAndDetermineWorkRequirements.mdx
12.4.7.2	11057	Engage/Retain outside counsel if necessary	Engage/Retain	Outside Counsel If Necessary	12-ManageExternalRelationships/12.4-ManageLegalAndEthicalIssues/12.4.7-ManageOutsideCounsel/11057-EngageRetainOutsideCounselIfNecessary.mdx
12.4.7.3	11058	Receive strategy/budget	Receive	Strategy/budget	12-ManageExternalRelationships/12.4-ManageLegalAndEthicalIssues/12.4.7-ManageOutsideCounsel/11058-ReceiveStrategyBudget.mdx
12.4.7.4	11059	Receive work product and manage/monitor case and work performed	Receive	Work Product And Manage/monitor Case And Work Performed	12-ManageExternalRelationships/12.4-ManageLegalAndEthicalIssues/12.4.7-ManageOutsideCounsel/11059-ReceiveWorkProductAndManageMonitorCaseAndWorkPerformed.mdx
12.4.7.5	11060	Process payment for legal services	Process	Payment For Legal Services	12-ManageExternalRelationships/12.4-ManageLegalAndEthicalIssues/12.4.7-ManageOutsideCounsel/11060-ProcessPaymentForLegalServices.mdx
12.4.7.6	11061	Track legal activity/performance	Track	Legal Activity/performance	12-ManageExternalRelationships/12.4-ManageLegalAndEthicalIssues/12.4.7-ManageOutsideCounsel/11061-TrackLegalActivityPerformance.mdx
12.4.8	11049	Protect intellectual property	Protect	Intellectual Property	12-ManageExternalRelationships/12.4-ManageLegalAndEthicalIssues/12.4.8-ProtectIntellectualProperty/index.mdx
12.4.8.1	11660	Search/File for intellectual property protection	Search/File	For Intellectual Property Protection	12-ManageExternalRelationships/12.4-ManageLegalAndEthicalIssues/12.4.8-ProtectIntellectualProperty/11660-SearchFileForIntellectualPropertyProtection.mdx
12.4.8.2	11062	Manage copyrights, patents, and trademarks	Manage	Copyrights, Patents, And Trademarks	12-ManageExternalRelationships/12.4-ManageLegalAndEthicalIssues/12.4.8-ProtectIntellectualProperty/11062-ManageCopyrightsPatentsAndTrademarks.mdx
12.4.8.3	11063	Maintain intellectual property rights and restrictions	Maintain	Intellectual Property Rights And Restrictions	12-ManageExternalRelationships/12.4-ManageLegalAndEthicalIssues/12.4.8-ProtectIntellectualProperty/11063-MaintainIntellectualPropertyRightsAndRestrictions.mdx
12.4.8.4	11064	Administer licensing terms	Administer	Licensing Terms	12-ManageExternalRelationships/12.4-ManageLegalAndEthicalIssues/12.4.8-ProtectIntellectualProperty/11064-AdministerLicensingTerms.mdx
12.4.8.5	11065	Administer options	Administer	Options	12-ManageExternalRelationships/12.4-ManageLegalAndEthicalIssues/12.4.8-ProtectIntellectualProperty/11065-AdministerOptions.mdx
12.4.9	11050	Resolve disputes and litigations	Resolve	Disputes And Litigations	12-ManageExternalRelationships/12.4-ManageLegalAndEthicalIssues/12.4.9-ResolveDisputesAndLitigations/11050-ResolveDisputesAndLitigations.mdx
12.4.10	11051	Provide legal advice/counseling	Provide	Legal Advice/counseling	12-ManageExternalRelationships/12.4-ManageLegalAndEthicalIssues/12.4.10-ProvideLegalAdviceCounseling/11051-ProvideLegalAdviceCounseling.mdx
12.4.11	11052	Negotiate and document agreements/contracts	Negotiate	And Document Agreements/contracts	12-ManageExternalRelationships/12.4-ManageLegalAndEthicalIssues/12.4.11-NegotiateAndDocumentAgreementsContracts/11052-NegotiateAndDocumentAgreementsContracts.mdx
12.5	11014	Manage public relations program	Manage	Public Relations Program	12-ManageExternalRelationships/12.5-ManagePublicRelationsProgram/index.mdx
12.5.1	11066	Manage community relations	Manage	Community Relations	12-ManageExternalRelationships/12.5-ManagePublicRelationsProgram/12.5.1-ManageCommunityRelations/11066-ManageCommunityRelations.mdx
12.5.2	11067	Manage media relations	Manage	Media Relations	12-ManageExternalRelationships/12.5-ManagePublicRelationsProgram/12.5.2-ManageMediaRelations/11067-ManageMediaRelations.mdx
12.5.3	11068	Promote political stability	Promote	Political Stability	12-ManageExternalRelationships/12.5-ManagePublicRelationsProgram/12.5.3-PromotePoliticalStability/11068-PromotePoliticalStability.mdx
12.5.4	11069	Create press releases	Create	Press Releases	12-ManageExternalRelationships/12.5-ManagePublicRelationsProgram/12.5.4-CreatePressReleases/11069-CreatePressReleases.mdx
12.5.5	11070	Issue press releases	Issue	Press Releases	12-ManageExternalRelationships/12.5-ManagePublicRelationsProgram/12.5.5-IssuePressReleases/11070-IssuePressReleases.mdx
13.0	10013	Develop and Manage Business Capabilities	Develop	And Manage Business Capabilities	13-DevelopAndManageBusinessCapabilities/index.mdx
13.1	16378	Manage business processes	Manage	Business Processes	13-DevelopAndManageBusinessCapabilities/13.1-ManageBusinessProcesses/index.mdx
13.1.1	16379	Establish and maintain process management governance	Establish	And Maintain Process Management Governance	13-DevelopAndManageBusinessCapabilities/13.1-ManageBusinessProcesses/13.1.1-EstablishAndMaintainProcessManagementGovernance/index.mdx
13.1.1.1	16380	Define and manage governance approach	Define	And Manage Governance Approach	13-DevelopAndManageBusinessCapabilities/13.1-ManageBusinessProcesses/13.1.1-EstablishAndMaintainProcessManagementGovernance/16380-DefineAndManageGovernanceApproach.mdx
13.1.1.2	16381	Establish and maintain process tools and templates	Establish	And Maintain Process Tools And Templates	13-DevelopAndManageBusinessCapabilities/13.1-ManageBusinessProcesses/13.1.1-EstablishAndMaintainProcessManagementGovernance/16381-EstablishAndMaintainProcessToolsAndTemplates.mdx
13.1.1.3	16382	Assign and support process ownership	Assign	And Support Process Ownership	13-DevelopAndManageBusinessCapabilities/13.1-ManageBusinessProcesses/13.1.1-EstablishAndMaintainProcessManagementGovernance/16382-AssignAndSupportProcessOwnership.mdx
13.1.1.4	16383	Perform process governance activities	Perform	Process Governance Activities	13-DevelopAndManageBusinessCapabilities/13.1-ManageBusinessProcesses/13.1.1-EstablishAndMaintainProcessManagementGovernance/16383-PerformProcessGovernanceActivities.mdx
13.1.2	16384	Define and manage process frameworks	Define	And Manage Process Frameworks	13-DevelopAndManageBusinessCapabilities/13.1-ManageBusinessProcesses/13.1.2-DefineAndManageProcessFrameworks/index.mdx
