hierarchyId	pCFID	name	verb	object	filePath
6.5.6	19667	Evaluate and manage warranty performance	Evaluate	And Manage Warranty Performance	06-ManageCustomerService/6.5-EvaluateCustomerServiceOperationsAndCustomerSatisfaction/6.5.6-EvaluateAndManageWarrantyPerformance/index.mdx
6.5.6.1	19668	Measure customer satisfaction with warranty handling and resolution	Measure	Customer Satisfaction With Warranty Handling And Resolution	06-ManageCustomerService/6.5-EvaluateCustomerServiceOperationsAndCustomerSatisfaction/6.5.6-EvaluateAndManageWarrantyPerformance/19668-MeasureCustomerSatisfactionWithWarrantyHandlingAndResolution.mdx
6.5.6.2	12676	Monitor and report on warranty management metrics	Monitor	And Report On Warranty Management Metrics	06-ManageCustomerService/6.5-EvaluateCustomerServiceOperationsAndCustomerSatisfaction/6.5.6-EvaluateAndManageWarrantyPerformance/12676-MonitorAndReportOnWarrantyManagementMetrics.mdx
6.5.6.3	12674	Identify opportunities to eliminate warranty waste	Identify	Opportunities To Eliminate Warranty Waste	06-ManageCustomerService/6.5-EvaluateCustomerServiceOperationsAndCustomerSatisfaction/6.5.6-EvaluateAndManageWarrantyPerformance/12674-IdentifyOpportunitiesToEliminateWarrantyWaste.mdx
6.5.6.4	19670	Investigate fraudulent claims	Investigate	Fraudulent Claims	06-ManageCustomerService/6.5-EvaluateCustomerServiceOperationsAndCustomerSatisfaction/6.5.6-EvaluateAndManageWarrantyPerformance/19670-InvestigateFraudulentClaims.mdx
6.5.7	20121	Evaluate recall performance	Evaluate	Recall Performance	06-ManageCustomerService/6.5-EvaluateCustomerServiceOperationsAndCustomerSatisfaction/6.5.7-EvaluateRecallPerformance/20121-EvaluateRecallPerformance.mdx
7.0	10007	Develop and Manage Human Capital	Develop	And Manage Human Capital	07-DevelopAndManageHumanCapital/index.mdx
7.1	17043	Develop and manage human resources (HR) planning, policies, and strategies	Develop	And Manage Human Resources (HR) Planning, Policies, And Strategies	07-DevelopAndManageHumanCapital/7.1-DevelopAndManageHumanResourcesHrPlanningPoliciesAndStrategies/index.mdx
7.1.1	20958	Develop human resources strategy	Develop	Human Resources Strategy	07-DevelopAndManageHumanCapital/7.1-DevelopAndManageHumanResourcesHrPlanningPoliciesAndStrategies/7.1.1-DevelopHumanResourcesStrategy/index.mdx
7.1.1.1	10418	Identify strategic HR needs	Identify	Strategic HR Needs	07-DevelopAndManageHumanCapital/7.1-DevelopAndManageHumanResourcesHrPlanningPoliciesAndStrategies/7.1.1-DevelopHumanResourcesStrategy/10418-IdentifyStrategicHrNeeds.mdx
7.1.1.2	10419	Define HR and business function roles and accountability	Define	HR And Business Function Roles And Accountability	07-DevelopAndManageHumanCapital/7.1-DevelopAndManageHumanResourcesHrPlanningPoliciesAndStrategies/7.1.1-DevelopHumanResourcesStrategy/10419-DefineHrAndBusinessFunctionRolesAndAccountability.mdx
7.1.1.3	10420	Determine HR costs	Determine	HR Costs	07-DevelopAndManageHumanCapital/7.1-DevelopAndManageHumanResourcesHrPlanningPoliciesAndStrategies/7.1.1-DevelopHumanResourcesStrategy/10420-DetermineHrCosts.mdx
7.1.1.4	10421	Establish HR measures	Establish	HR Measures	07-DevelopAndManageHumanCapital/7.1-DevelopAndManageHumanResourcesHrPlanningPoliciesAndStrategies/7.1.1-DevelopHumanResourcesStrategy/10421-EstablishHrMeasures.mdx
7.1.1.5	10422	Communicate HR strategies	Communicate	HR Strategies	07-DevelopAndManageHumanCapital/7.1-DevelopAndManageHumanResourcesHrPlanningPoliciesAndStrategies/7.1.1-DevelopHumanResourcesStrategy/10422-CommunicateHrStrategies.mdx
7.1.1.6	10432	Develop strategy for HR systems/technologies/tools	Develop	Strategy For HR Systems/technologies/tools	07-DevelopAndManageHumanCapital/7.1-DevelopAndManageHumanResourcesHrPlanningPoliciesAndStrategies/7.1.1-DevelopHumanResourcesStrategy/10432-DevelopStrategyForHrSystemsTechnologiesTools.mdx
7.1.1.7	20606	Manage employer branding	Manage	Employer Branding	07-DevelopAndManageHumanCapital/7.1-DevelopAndManageHumanResourcesHrPlanningPoliciesAndStrategies/7.1.1-DevelopHumanResourcesStrategy/20606-ManageEmployerBranding.mdx
7.1.2	17045	Develop and implement workforce strategy and policies	Develop	And Implement Workforce Strategy And Policies	07-DevelopAndManageHumanCapital/7.1-DevelopAndManageHumanResourcesHrPlanningPoliciesAndStrategies/7.1.2-DevelopAndImplementWorkforceStrategyAndPolicies/index.mdx
7.1.2.1	10423	Gather skill requirements according to corporate strategy and market environment	Gather	Skill Requirements According To Corporate Strategy And Market Environment	07-DevelopAndManageHumanCapital/7.1-DevelopAndManageHumanResourcesHrPlanningPoliciesAndStrategies/7.1.2-DevelopAndImplementWorkforceStrategyAndPolicies/10423-GatherSkillRequirementsAccordingToCorporateStrategyAndMarketEnvironment.mdx
7.1.2.2	10424	Plan employee resourcing requirements per business unit/organization	Plan	Employee Resourcing Requirements Per Business Unit/organization	07-DevelopAndManageHumanCapital/7.1-DevelopAndManageHumanResourcesHrPlanningPoliciesAndStrategies/7.1.2-DevelopAndImplementWorkforceStrategyAndPolicies/10424-PlanEmployeeResourcingRequirementsPerBusinessUnitOrganization.mdx
7.1.2.3	10425	Develop compensation plan	Develop	Compensation Plan	07-DevelopAndManageHumanCapital/7.1-DevelopAndManageHumanResourcesHrPlanningPoliciesAndStrategies/7.1.2-DevelopAndImplementWorkforceStrategyAndPolicies/7.1.2.3-DevelopCompensationPlan/index.mdx
7.1.2.3.1	10210	Establish incentive plan	Establish	Incentive Plan	07-DevelopAndManageHumanCapital/7.1-DevelopAndManageHumanResourcesHrPlanningPoliciesAndStrategies/7.1.2-DevelopAndImplementWorkforceStrategyAndPolicies/7.1.2.3-DevelopCompensationPlan/10210-EstablishIncentivePlan.mdx
7.1.2.4	10426	Develop succession plan	Develop	Succession Plan	07-DevelopAndManageHumanCapital/7.1-DevelopAndManageHumanResourcesHrPlanningPoliciesAndStrategies/7.1.2-DevelopAndImplementWorkforceStrategyAndPolicies/10426-DevelopSuccessionPlan.mdx
7.1.2.5	16938	Develop high performers/leadership programs	Develop	High Performers/leadership Programs	07-DevelopAndManageHumanCapital/7.1-DevelopAndManageHumanResourcesHrPlanningPoliciesAndStrategies/7.1.2-DevelopAndImplementWorkforceStrategyAndPolicies/16938-DevelopHighPerformersLeadershipPrograms.mdx
7.1.2.6	10427	Develop employee diversity plan	Develop	Employee Diversity Plan	07-DevelopAndManageHumanCapital/7.1-DevelopAndManageHumanResourcesHrPlanningPoliciesAndStrategies/7.1.2-DevelopAndImplementWorkforceStrategyAndPolicies/10427-DevelopEmployeeDiversityPlan.mdx
7.1.2.7	11622	Develop training program	Develop	Training Program	07-DevelopAndManageHumanCapital/7.1-DevelopAndManageHumanResourcesHrPlanningPoliciesAndStrategies/7.1.2-DevelopAndImplementWorkforceStrategyAndPolicies/11622-DevelopTrainingProgram.mdx
7.1.2.8	11623	Develop recruitment program	Develop	Recruitment Program	07-DevelopAndManageHumanCapital/7.1-DevelopAndManageHumanResourcesHrPlanningPoliciesAndStrategies/7.1.2-DevelopAndImplementWorkforceStrategyAndPolicies/11623-DevelopRecruitmentProgram.mdx
7.1.2.9	10428	Develop other HR programs	Develop	Other HR Programs	07-DevelopAndManageHumanCapital/7.1-DevelopAndManageHumanResourcesHrPlanningPoliciesAndStrategies/7.1.2-DevelopAndImplementWorkforceStrategyAndPolicies/10428-DevelopOtherHrPrograms.mdx
7.1.2.10	10429	Develop HR policies	Develop	HR Policies	07-DevelopAndManageHumanCapital/7.1-DevelopAndManageHumanResourcesHrPlanningPoliciesAndStrategies/7.1.2-DevelopAndImplementWorkforceStrategyAndPolicies/10429-DevelopHrPolicies.mdx
7.1.2.11	10430	Administer HR policies	Administer	HR Policies	07-DevelopAndManageHumanCapital/7.1-DevelopAndManageHumanResourcesHrPlanningPoliciesAndStrategies/7.1.2-DevelopAndImplementWorkforceStrategyAndPolicies/10430-AdministerHrPolicies.mdx
7.1.2.12	10431	Plan employee benefits	Plan	Employee Benefits	07-DevelopAndManageHumanCapital/7.1-DevelopAndManageHumanResourcesHrPlanningPoliciesAndStrategies/7.1.2-DevelopAndImplementWorkforceStrategyAndPolicies/10431-PlanEmployeeBenefits.mdx
7.1.2.13	10433	Develop workforce strategy models	Develop	Workforce Strategy Models	07-DevelopAndManageHumanCapital/7.1-DevelopAndManageHumanResourcesHrPlanningPoliciesAndStrategies/7.1.2-DevelopAndImplementWorkforceStrategyAndPolicies/10433-DevelopWorkforceStrategyModels.mdx
7.1.2.14	20122	Implement workforce strategy models	Implement	Workforce Strategy Models	07-DevelopAndManageHumanCapital/7.1-DevelopAndManageHumanResourcesHrPlanningPoliciesAndStrategies/7.1.2-DevelopAndImplementWorkforceStrategyAndPolicies/20122-ImplementWorkforceStrategyModels.mdx
7.1.3	10417	Monitor and update strategy, plans, and policies	Monitor	And Update Strategy, Plans, And Policies	07-DevelopAndManageHumanCapital/7.1-DevelopAndManageHumanResourcesHrPlanningPoliciesAndStrategies/7.1.3-MonitorAndUpdateStrategyPlansAndPolicies/index.mdx
7.1.3.1	10434	Measure realization of objectives	Measure	Realization Of Objectives	07-DevelopAndManageHumanCapital/7.1-DevelopAndManageHumanResourcesHrPlanningPoliciesAndStrategies/7.1.3-MonitorAndUpdateStrategyPlansAndPolicies/10434-MeasureRealizationOfObjectives.mdx
7.1.3.2	10435	Measure contribution to business strategy	Measure	Contribution To Business Strategy	07-DevelopAndManageHumanCapital/7.1-DevelopAndManageHumanResourcesHrPlanningPoliciesAndStrategies/7.1.3-MonitorAndUpdateStrategyPlansAndPolicies/10435-MeasureContributionToBusinessStrategy.mdx
7.1.3.3	10436	Communicate plans and provide updates to stakeholders	Communicate	Plans And Provide Updates To Stakeholders	07-DevelopAndManageHumanCapital/7.1-DevelopAndManageHumanResourcesHrPlanningPoliciesAndStrategies/7.1.3-MonitorAndUpdateStrategyPlansAndPolicies/10436-CommunicatePlansAndProvideUpdatesToStakeholders.mdx
7.1.3.4	10438	Review and revise HR plans	Review	And Revise HR Plans	07-DevelopAndManageHumanCapital/7.1-DevelopAndManageHumanResourcesHrPlanningPoliciesAndStrategies/7.1.3-MonitorAndUpdateStrategyPlansAndPolicies/10438-ReviewAndReviseHrPlans.mdx
7.1.4	17046	Develop competency management models	Develop	Competency Management Models	07-DevelopAndManageHumanCapital/7.1-DevelopAndManageHumanResourcesHrPlanningPoliciesAndStrategies/7.1.4-DevelopCompetencyManagementModels/17046-DevelopCompetencyManagementModels.mdx
7.2	10410	Recruit, source, and select employees	Recruit,	Source, And Select Employees	07-DevelopAndManageHumanCapital/7.2-RecruitSourceAndSelectEmployees/index.mdx
7.2.1	10439	Manage employee requisitions	Manage	Employee Requisitions	07-DevelopAndManageHumanCapital/7.2-RecruitSourceAndSelectEmployees/7.2.1-ManageEmployeeRequisitions/index.mdx
7.2.1.1	10445	Align staffing plan to work force plan and business unit strategies/resource needs	Align	Staffing Plan To Work Force Plan And Business Unit Strategies/resource Needs	07-DevelopAndManageHumanCapital/7.2-RecruitSourceAndSelectEmployees/7.2.1-ManageEmployeeRequisitions/10445-AlignStaffingPlanToWorkForcePlanAndBusinessUnitStrategiesResourceNeeds.mdx
7.2.1.2	10447	Develop and maintain job descriptions	Develop	And Maintain Job Descriptions	07-DevelopAndManageHumanCapital/7.2-RecruitSourceAndSelectEmployees/7.2.1-ManageEmployeeRequisitions/10447-DevelopAndMaintainJobDescriptions.mdx
7.2.1.3	10446	Open job requisitions	Open	Job Requisitions	07-DevelopAndManageHumanCapital/7.2-RecruitSourceAndSelectEmployees/7.2.1-ManageEmployeeRequisitions/10446-OpenJobRequisitions.mdx
7.2.1.4	10448	Post job requisitions	Post	Job Requisitions	07-DevelopAndManageHumanCapital/7.2-RecruitSourceAndSelectEmployees/7.2.1-ManageEmployeeRequisitions/10448-PostJobRequisitions.mdx
7.2.1.5	10450	Modify job requisitions	Modify	Job Requisitions	07-DevelopAndManageHumanCapital/7.2-RecruitSourceAndSelectEmployees/7.2.1-ManageEmployeeRequisitions/10450-ModifyJobRequisitions.mdx
7.2.1.6	10451	Notify hiring manager	Notify	Hiring Manager	07-DevelopAndManageHumanCapital/7.2-RecruitSourceAndSelectEmployees/7.2.1-ManageEmployeeRequisitions/10451-NotifyHiringManager.mdx
7.2.1.7	10452	Manage requisition dates	Manage	Requisition Dates	07-DevelopAndManageHumanCapital/7.2-RecruitSourceAndSelectEmployees/7.2.1-ManageEmployeeRequisitions/10452-ManageRequisitionDates.mdx
7.2.2	10440	Recruit/Source candidates	Recruit/Source	Candidates	07-DevelopAndManageHumanCapital/7.2-RecruitSourceAndSelectEmployees/7.2.2-RecruitSourceCandidates/index.mdx
7.2.2.1	10453	Determine recruitment methods and channels	Determine	Recruitment Methods And Channels	07-DevelopAndManageHumanCapital/7.2-RecruitSourceAndSelectEmployees/7.2.2-RecruitSourceCandidates/10453-DetermineRecruitmentMethodsAndChannels.mdx
7.2.2.2	10454	Perform recruiting activities/events	Perform	Recruiting Activities/events	07-DevelopAndManageHumanCapital/7.2-RecruitSourceAndSelectEmployees/7.2.2-RecruitSourceCandidates/10454-PerformRecruitingActivitiesEvents.mdx
7.2.2.3	10455	Manage recruitment vendors	Manage	Recruitment Vendors	07-DevelopAndManageHumanCapital/7.2-RecruitSourceAndSelectEmployees/7.2.2-RecruitSourceCandidates/10455-ManageRecruitmentVendors.mdx
7.2.2.4	17047	Manage employee referral programs	Manage	Employee Referral Programs	07-DevelopAndManageHumanCapital/7.2-RecruitSourceAndSelectEmployees/7.2.2-RecruitSourceCandidates/17047-ManageEmployeeReferralPrograms.mdx
7.2.2.5	17048	Manage recruitment channels	Manage	Recruitment Channels	07-DevelopAndManageHumanCapital/7.2-RecruitSourceAndSelectEmployees/7.2.2-RecruitSourceCandidates/17048-ManageRecruitmentChannels.mdx
7.2.3	20123	Screen and select candidates	Screen	And Select Candidates	07-DevelopAndManageHumanCapital/7.2-RecruitSourceAndSelectEmployees/7.2.3-ScreenAndSelectCandidates/index.mdx
7.2.3.1	10456	Identify and deploy candidate selection tools	Identify	And Deploy Candidate Selection Tools	07-DevelopAndManageHumanCapital/7.2-RecruitSourceAndSelectEmployees/7.2.3-ScreenAndSelectCandidates/10456-IdentifyAndDeployCandidateSelectionTools.mdx
7.2.3.2	10457	Interview candidates	Interview	Candidates	07-DevelopAndManageHumanCapital/7.2-RecruitSourceAndSelectEmployees/7.2.3-ScreenAndSelectCandidates/10457-InterviewCandidates.mdx
7.2.3.3	10458	Test candidates	Test	Candidates	07-DevelopAndManageHumanCapital/7.2-RecruitSourceAndSelectEmployees/7.2.3-ScreenAndSelectCandidates/10458-TestCandidates.mdx
7.2.3.4	10459	Select and reject candidates	Select	And Reject Candidates	07-DevelopAndManageHumanCapital/7.2-RecruitSourceAndSelectEmployees/7.2.3-ScreenAndSelectCandidates/10459-SelectAndRejectCandidates.mdx
7.2.4	10443	Manage new hire/re-hire	Manage	New Hire/re-hire	07-DevelopAndManageHumanCapital/7.2-RecruitSourceAndSelectEmployees/7.2.4-ManageNewHireReHire/index.mdx
7.2.4.1	10463	Draw up and make offer	Draw	Up And Make Offer	07-DevelopAndManageHumanCapital/7.2-RecruitSourceAndSelectEmployees/7.2.4-ManageNewHireReHire/10463-DrawUpAndMakeOffer.mdx
7.2.4.2	10464	Negotiate offer	Negotiate	Offer	07-DevelopAndManageHumanCapital/7.2-RecruitSourceAndSelectEmployees/7.2.4-ManageNewHireReHire/10464-NegotiateOffer.mdx
7.2.4.3	10465	Hire candidate	Hire	Candidate	07-DevelopAndManageHumanCapital/7.2-RecruitSourceAndSelectEmployees/7.2.4-ManageNewHireReHire/10465-HireCandidate.mdx
7.2.5	10444	Manage applicant information	Manage	Applicant Information	07-DevelopAndManageHumanCapital/7.2-RecruitSourceAndSelectEmployees/7.2.5-ManageApplicantInformation/index.mdx
7.2.5.1	10460	Obtain candidate background information	Obtain	Candidate Background Information	07-DevelopAndManageHumanCapital/7.2-RecruitSourceAndSelectEmployees/7.2.5-ManageApplicantInformation/10460-ObtainCandidateBackgroundInformation.mdx
7.2.5.2	10466	Create applicant record	Create	Applicant Record	07-DevelopAndManageHumanCapital/7.2-RecruitSourceAndSelectEmployees/7.2.5-ManageApplicantInformation/10466-CreateApplicantRecord.mdx
7.2.5.3	10467	Manage/track applicant data	Manage/track	Applicant Data	07-DevelopAndManageHumanCapital/7.2-RecruitSourceAndSelectEmployees/7.2.5-ManageApplicantInformation/7.2.5.3-ManageTrackApplicantData/index.mdx
7.2.5.3.1	20124	Complete position classification and level of experience	Complete	Position Classification And Level Of Experience	07-DevelopAndManageHumanCapital/7.2-RecruitSourceAndSelectEmployees/7.2.5-ManageApplicantInformation/7.2.5.3-ManageTrackApplicantData/20124-CompletePositionClassificationAndLevelOfExperience.mdx
7.2.5.4	10468	Archive and retain records of non-hires	Archive	And Retain Records Of Non-hires	07-DevelopAndManageHumanCapital/7.2-RecruitSourceAndSelectEmployees/7.2.5-ManageApplicantInformation/10468-ArchiveAndRetainRecordsOfNonHires.mdx
7.3	20599	Manage employee on-boarding, development, and training	Manage	Employee On-boarding, Development, And Training	07-DevelopAndManageHumanCapital/7.3-ManageEmployeeOnBoardingDevelopmentAndTraining/index.mdx
7.3.1	10469	Manage employee orientation and deployment	Manage	Employee Orientation And Deployment	07-DevelopAndManageHumanCapital/7.3-ManageEmployeeOnBoardingDevelopmentAndTraining/7.3.1-ManageEmployeeOrientationAndDeployment/index.mdx
7.3.1.1	10474	Create/maintain employee on-boarding program	Create/maintain	Employee On-boarding Program	07-DevelopAndManageHumanCapital/7.3-ManageEmployeeOnBoardingDevelopmentAndTraining/7.3.1-ManageEmployeeOrientationAndDeployment/7.3.1.1-CreateMaintainEmployeeOnBoardingProgram/index.mdx
7.3.1.1.1	10477	Develop employee induction program	Develop	Employee Induction Program	07-DevelopAndManageHumanCapital/7.3-ManageEmployeeOnBoardingDevelopmentAndTraining/7.3.1-ManageEmployeeOrientationAndDeployment/7.3.1.1-CreateMaintainEmployeeOnBoardingProgram/10477-DevelopEmployeeInductionProgram.mdx
7.3.1.1.2	10478	Maintain/Update employee induction program	Maintain/Update	Employee Induction Program	07-DevelopAndManageHumanCapital/7.3-ManageEmployeeOnBoardingDevelopmentAndTraining/7.3.1-ManageEmployeeOrientationAndDeployment/7.3.1.1-CreateMaintainEmployeeOnBoardingProgram/10478-MaintainUpdateEmployeeInductionProgram.mdx
7.3.1.2	11243	Evaluate the effectiveness of the employee on-boarding program	Evaluate	Effectiveness Of Employee On-boarding Program	07-DevelopAndManageHumanCapital/7.3-ManageEmployeeOnBoardingDevelopmentAndTraining/7.3.1-ManageEmployeeOrientationAndDeployment/11243-EvaluateTheEffectivenessOfTheEmployeeOnBoardingProgram.mdx
7.3.1.3	17050	Execute on-boarding program	Execute	On-boarding Program	07-DevelopAndManageHumanCapital/7.3-ManageEmployeeOnBoardingDevelopmentAndTraining/7.3.1-ManageEmployeeOrientationAndDeployment/17050-ExecuteOnBoardingProgram.mdx
7.3.2	10470	Manage employee performance	Manage	Employee Performance	07-DevelopAndManageHumanCapital/7.3-ManageEmployeeOnBoardingDevelopmentAndTraining/7.3.2-ManageEmployeePerformance/index.mdx
7.3.2.1	10479	Define employee performance objectives	Define	Employee Performance Objectives	07-DevelopAndManageHumanCapital/7.3-ManageEmployeeOnBoardingDevelopmentAndTraining/7.3.2-ManageEmployeePerformance/10479-DefineEmployeePerformanceObjectives.mdx
7.3.2.2	10480	Review, appraise, and manage employee performance	Review,	Appraise, And Manage Employee Performance	07-DevelopAndManageHumanCapital/7.3-ManageEmployeeOnBoardingDevelopmentAndTraining/7.3.2-ManageEmployeePerformance/10480-ReviewAppraiseAndManageEmployeePerformance.mdx
7.3.2.3	10481	Evaluate and review performance program	Evaluate	And Review Performance Program	07-DevelopAndManageHumanCapital/7.3-ManageEmployeeOnBoardingDevelopmentAndTraining/7.3.2-ManageEmployeePerformance/10481-EvaluateAndReviewPerformanceProgram.mdx
7.3.3	10472	Manage employee development	Manage	Employee Development	07-DevelopAndManageHumanCapital/7.3-ManageEmployeeOnBoardingDevelopmentAndTraining/7.3.3-ManageEmployeeDevelopment/index.mdx
7.3.3.1	10487	Define employee development guidelines	Define	Employee Development Guidelines	07-DevelopAndManageHumanCapital/7.3-ManageEmployeeOnBoardingDevelopmentAndTraining/7.3.3-ManageEmployeeDevelopment/10487-DefineEmployeeDevelopmentGuidelines.mdx
7.3.3.2	10488	Develop employee career plans and career paths	Develop	Employee Career Plans And Career Paths	07-DevelopAndManageHumanCapital/7.3-ManageEmployeeOnBoardingDevelopmentAndTraining/7.3.3-ManageEmployeeDevelopment/10488-DevelopEmployeeCareerPlansAndCareerPaths.mdx
7.3.3.3	17051	Manage employee skill and competency development	Manage	Employee Skill And Competency Development	07-DevelopAndManageHumanCapital/7.3-ManageEmployeeOnBoardingDevelopmentAndTraining/7.3.3-ManageEmployeeDevelopment/17051-ManageEmployeeSkillAndCompetencyDevelopment.mdx
7.3.4	10473	Develop and train employees	Develop	And Train Employees	07-DevelopAndManageHumanCapital/7.3-ManageEmployeeOnBoardingDevelopmentAndTraining/7.3.4-DevelopAndTrainEmployees/index.mdx
7.3.4.1	10490	Align employee with organization development needs	Align	Employee With Organization Development Needs	07-DevelopAndManageHumanCapital/7.3-ManageEmployeeOnBoardingDevelopmentAndTraining/7.3.4-DevelopAndTrainEmployees/10490-AlignEmployeeWithOrganizationDevelopmentNeeds.mdx
7.3.4.2	16940	Define employee competencies	Define	Employee Competencies	07-DevelopAndManageHumanCapital/7.3-ManageEmployeeOnBoardingDevelopmentAndTraining/7.3.4-DevelopAndTrainEmployees/16940-DefineEmployeeCompetencies.mdx
7.3.4.3	10491	Align learning programs with competencies	Align	Learning Programs With Competencies	07-DevelopAndManageHumanCapital/7.3-ManageEmployeeOnBoardingDevelopmentAndTraining/7.3.4-DevelopAndTrainEmployees/10491-AlignLearningProgramsWithCompetencies.mdx
7.3.4.4	10492	Establish training needs by analysis of required and available skills	Establish	Training Needs By Analysis Of Required And Available Skills	07-DevelopAndManageHumanCapital/7.3-ManageEmployeeOnBoardingDevelopmentAndTraining/7.3.4-DevelopAndTrainEmployees/10492-EstablishTrainingNeedsByAnalysisOfRequiredAndAvailableSkills.mdx
7.3.4.5	10493	Develop, conduct, and manage employee and/or management training programs	Develop,	Conduct, And Manage Employee And/or Management Training Programs	07-DevelopAndManageHumanCapital/7.3-ManageEmployeeOnBoardingDevelopmentAndTraining/7.3.4-DevelopAndTrainEmployees/10493-DevelopConductAndManageEmployeeAndOrManagementTrainingPrograms.mdx
7.3.4.6	20125	Manage examinations and certifications	Manage	Examinations And Certifications	07-DevelopAndManageHumanCapital/7.3-ManageEmployeeOnBoardingDevelopmentAndTraining/7.3.4-DevelopAndTrainEmployees/7.3.4.6-ManageExaminationsAndCertifications/index.mdx
7.3.4.6.1	20126	Liaise with external certification authorities	Liaise	With External Certification Authorities	07-DevelopAndManageHumanCapital/7.3-ManageEmployeeOnBoardingDevelopmentAndTraining/7.3.4-DevelopAndTrainEmployees/7.3.4.6-ManageExaminationsAndCertifications/20126-LiaiseWithExternalCertificationAuthorities.mdx
7.3.4.6.2	20127	Administer certification tests	Administer	Certification Tests	07-DevelopAndManageHumanCapital/7.3-ManageEmployeeOnBoardingDevelopmentAndTraining/7.3.4-DevelopAndTrainEmployees/7.3.4.6-ManageExaminationsAndCertifications/20127-AdministerCertificationTests.mdx
7.3.4.6.3	20128	Appraise experience qualifications	Appraise	Experience Qualifications	07-DevelopAndManageHumanCapital/7.3-ManageEmployeeOnBoardingDevelopmentAndTraining/7.3.4-DevelopAndTrainEmployees/7.3.4.6-ManageExaminationsAndCertifications/20128-AppraiseExperienceQualifications.mdx
7.3.4.6.4	20129	Administer certificate issue and maintenance	Administer	Certificate Issue And Maintenance	07-DevelopAndManageHumanCapital/7.3-ManageEmployeeOnBoardingDevelopmentAndTraining/7.3.4-DevelopAndTrainEmployees/7.3.4.6-ManageExaminationsAndCertifications/20129-AdministerCertificateIssueAndMaintenance.mdx
7.4	17052	Manage employee relations	Manage	Employee Relations	07-DevelopAndManageHumanCapital/7.4-ManageEmployeeRelations/index.mdx
7.4.1	10483	Manage labor relations	Manage	Labor Relations	07-DevelopAndManageHumanCapital/7.4-ManageEmployeeRelations/7.4.1-ManageLaborRelations/10483-ManageLaborRelations.mdx
7.4.2	10484	Manage collective bargaining process	Manage	Collective Bargaining Process	07-DevelopAndManageHumanCapital/7.4-ManageEmployeeRelations/7.4.2-ManageCollectiveBargainingProcess/10484-ManageCollectiveBargainingProcess.mdx
7.4.3	10485	Manage labor management partnerships	Manage	Labor Management Partnerships	07-DevelopAndManageHumanCapital/7.4-ManageEmployeeRelations/7.4.3-ManageLaborManagementPartnerships/10485-ManageLaborManagementPartnerships.mdx
7.4.4	10531	Manage employee grievances	Manage	Employee Grievances	07-DevelopAndManageHumanCapital/7.4-ManageEmployeeRelations/7.4.4-ManageEmployeeGrievances/10531-ManageEmployeeGrievances.mdx
7.5	10412	Reward and retain employees	Reward	And Retain Employees	07-DevelopAndManageHumanCapital/7.5-RewardAndRetainEmployees/index.mdx
7.5.1	10494	Develop and manage reward, recognition, and motivation programs	Develop	And Manage Reward, Recognition, And Motivation Programs	07-DevelopAndManageHumanCapital/7.5-RewardAndRetainEmployees/7.5.1-DevelopAndManageRewardRecognitionAndMotivationPrograms/index.mdx
7.5.1.1	10498	Develop salary/compensation structure and plan	Develop	Salary/compensation Structure And Plan	07-DevelopAndManageHumanCapital/7.5-RewardAndRetainEmployees/7.5.1-DevelopAndManageRewardRecognitionAndMotivationPrograms/10498-DevelopSalaryCompensationStructureAndPlan.mdx
7.5.1.2	10499	Develop benefits and rewards plan	Develop	Benefits And Rewards Plan	07-DevelopAndManageHumanCapital/7.5-RewardAndRetainEmployees/7.5.1-DevelopAndManageRewardRecognitionAndMotivationPrograms/10499-DevelopBenefitsAndRewardsPlan.mdx
7.5.1.3	10500	Perform competitive analysis of benefits and rewards	Perform	Competitive Analysis Of Benefits And Rewards	07-DevelopAndManageHumanCapital/7.5-RewardAndRetainEmployees/7.5.1-DevelopAndManageRewardRecognitionAndMotivationPrograms/10500-PerformCompetitiveAnalysisOfBenefitsAndRewards.mdx
7.5.1.4	10501	Identify compensation requirements based on financial, benefits, and HR policies	Identify	Compensation Requirements Based On Financial, Benefits, And HR Policies	07-DevelopAndManageHumanCapital/7.5-RewardAndRetainEmployees/7.5.1-DevelopAndManageRewardRecognitionAndMotivationPrograms/10501-IdentifyCompensationRequirementsBasedOnFinancialBenefitsAndHrPolicies.mdx
7.5.1.5	10502	Administer compensation and rewards to employees	Administer	Compensation And Rewards To Employees	07-DevelopAndManageHumanCapital/7.5-RewardAndRetainEmployees/7.5.1-DevelopAndManageRewardRecognitionAndMotivationPrograms/10502-AdministerCompensationAndRewardsToEmployees.mdx
7.5.1.6	10503	Reward and motivate employees	Reward	And Motivate Employees	07-DevelopAndManageHumanCapital/7.5-RewardAndRetainEmployees/7.5.1-DevelopAndManageRewardRecognitionAndMotivationPrograms/10503-RewardAndMotivateEmployees.mdx
7.5.2	10495	Manage and administer benefits	Manage	And Administer Benefits	07-DevelopAndManageHumanCapital/7.5-RewardAndRetainEmployees/7.5.2-ManageAndAdministerBenefits/index.mdx
7.5.2.1	10504	Deliver employee benefits program	Deliver	Employee Benefits Program	07-DevelopAndManageHumanCapital/7.5-RewardAndRetainEmployees/7.5.2-ManageAndAdministerBenefits/10504-DeliverEmployeeBenefitsProgram.mdx
7.5.2.2	10505	Administer benefit enrollment	Administer	Benefit Enrollment	07-DevelopAndManageHumanCapital/7.5-RewardAndRetainEmployees/7.5.2-ManageAndAdministerBenefits/10505-AdministerBenefitEnrollment.mdx
