hierarchyId	pCFID	name	fileName	verb	object	process
3.5.2.4	11389	Develop sales communication plan	11389-DevelopSalesCommunicationPlan.mdx	Develop	Sales Communication Plan	Manage customers and accounts
3.5.2.5	11507	Establish customer terms and conditions	11507-EstablishCustomerTermsAndConditions.mdx	Establish	Customer Terms And Conditions	Manage customers and accounts
3.5.2.6	11174	Manage customer relationships	11174-ManageCustomerRelationships.mdx	Manage	Customer Relationships	Manage customers and accounts
3.5.2.7	14208	Manage customer master data	14208-ManageCustomerMasterData.mdx	Manage	Customer Master Data	Manage customers and accounts
3.5.3.1	11781	Receive Request For Proposal (RFP)/Request For Quote (RFQ)	11781-ReceiveRequestForProposalRfpRequestForQuoteRfq.mdx	Receive	Request For Proposal (RFP)/Request For Quote (RFQ)	Develop and manage sales proposals, bids, and quotes
3.5.3.2	11780	Refine customer requirements	11780-RefineCustomerRequirements.mdx	Refine	Customer Requirements	Develop and manage sales proposals, bids, and quotes
3.5.3.3	11782	Review RFP/RFQ request	11782-ReviewRfpRfqRequest.mdx	Review	RFP/RFQ Request	Develop and manage sales proposals, bids, and quotes
3.5.3.4	11783	Perform competitive analysis	11783-PerformCompetitiveAnalysis.mdx	Perform	Competitive Analysis	Develop and manage sales proposals, bids, and quotes
3.5.3.5	11784	Validate with strategy/business plans	11784-ValidateWithStrategyBusinessPlans.mdx	Validate	With Strategy/business Plans	Develop and manage sales proposals, bids, and quotes
3.5.3.6	11785	Understand customer business and requirements	11785-UnderstandCustomerBusinessAndRequirements.mdx	Understand	Customer Business And Requirements	Develop and manage sales proposals, bids, and quotes
3.5.3.7	20015	Develop solution and delivery approach	20015-DevelopSolutionAndDeliveryApproach.mdx	Develop	Solution And Delivery Approach	Develop and manage sales proposals, bids, and quotes
3.5.3.8	11787	Identify staffing requirements	11787-IdentifyStaffingRequirements.mdx	Identify	Staffing Requirements	Develop and manage sales proposals, bids, and quotes
3.5.3.9	11788	Develop pricing and scheduling estimates	11788-DevelopPricingAndSchedulingEstimates.mdx	Develop	Pricing And Scheduling Estimates	Develop and manage sales proposals, bids, and quotes
3.5.3.10	11789	Conduct profitability analysis	11789-ConductProfitabilityAnalysis.mdx	Conduct	Profitability Analysis	Develop and manage sales proposals, bids, and quotes
3.5.3.11	20016	Manage internal reviews	20016-ManageInternalReviews.mdx	Manage	Internal Reviews	Develop and manage sales proposals, bids, and quotes
3.5.3.12	20017	Manage internal approvals	20017-ManageInternalApprovals.mdx	Manage	Internal Approvals	Develop and manage sales proposals, bids, and quotes
3.5.3.13	11790	Submit/present bid/proposal/quote to customer	11790-SubmitPresentBidProposalQuoteToCustomer.mdx	Submit/present	Bid/proposal/quote To Customer	Develop and manage sales proposals, bids, and quotes
3.5.3.14	20018	Revise bid/proposal/quote	20018-ReviseBidProposalQuote.mdx	Revise	Bid/proposal/quote	Develop and manage sales proposals, bids, and quotes
3.5.3.15	11793	Manage notification outcome	11793-ManageNotificationOutcome.mdx	Manage	Notification Outcome	Develop and manage sales proposals, bids, and quotes
3.5.4.1	10194	Accept and validate sales orders	10194-AcceptAndValidateSalesOrders.mdx	Accept	And Validate Sales Orders	Manage sales orders
3.5.4.2	10195	Collect and maintain account information	10195-CollectAndMaintainAccountInformation.mdx	Collect	And Maintain Account Information	Manage sales orders
3.5.4.3	10196	Determine availability	10196-DetermineAvailability.mdx	Determine	Availability	Manage sales orders
3.5.4.4	10197	Determine fulfillment process	10197-DetermineFulfillmentProcess.mdx	Determine	Fulfillment Process	Manage sales orders
3.5.4.5	10198	Enter orders into system	10198-EnterOrdersIntoSystem.mdx	Enter	Orders Into System	Manage sales orders
3.5.4.6	17404	Identify/perform cross-sell/up-sell activity	17404-IdentifyPerformCrossSellUpSellActivity.mdx	Identify/perform	Cross-sell/up-sell Activity	Manage sales orders
3.5.4.7	10199	Process back orders and updates	10199-ProcessBackOrdersAndUpdates.mdx	Process	Back Orders And Updates	Manage sales orders
3.5.4.8	10200	Handle sales order inquiries including post-order fulfillment transactions	10200-HandleSalesOrderInquiriesIncludingPostOrderFulfillmentTransactions.mdx	Handle	Sales Order Inquiries Including Post-order Fulfillment Transactions	Manage sales orders
3.5.4.9	11518	Provide product tracking	11518-ProvideProductTracking.mdx	Provide	Product Tracking	Manage sales orders
3.5.4.10	11519	Assess order performance	11519-AssessOrderPerformance.mdx	Assess	Order Performance	Manage sales orders
3.5.4.11	11520	Evaluate sales results	11520-EvaluateSalesResults.mdx	Evaluate	Sales Results	Manage sales orders
3.5.5.1	10211	Provide sales and product/service training to sales partners/alliances	10211-ProvideSalesAndProductServiceTrainingToSalesPartnersAlliances.mdx	Provide	Sales And Product/service Training To Sales Partners/alliances	Manage sales partners and alliances
3.5.5.2	10214	Evaluate partner/alliance results	10214-EvaluatePartnerAllianceResults.mdx	Evaluate	Partner/alliance Results	Manage sales partners and alliances
3.5.6.1	11512	Perform inventory management	11512-PerformInventoryManagement.mdx	Perform	Inventory Management	Assist in store operations
3.5.6.2	11515	Review product placement	11515-ReviewProductPlacement.mdx	Review	Product Placement	Assist in store operations
3.5.6.3	11517	Manage in-store POP (Point of Purchase) merchandising	11517-ManageInStorePopPointOfPurchaseMerchandising.mdx	Manage	In-store POP (Point Of Purchase) Merchandising	Assist in store operations
4.1.1.1	10229	Define manufacturing goals	10229-DefineManufacturingGoals.mdx	Define	Manufacturing Goals	Develop production and materials strategies
4.1.1.2	10230	Define labor and materials policies	10230-DefineLaborAndMaterialsPolicies.mdx	Define	Labor And Materials Policies	Develop production and materials strategies
4.1.1.3	10231	Define outsourcing policies	10231-DefineOutsourcingPolicies.mdx	Define	Outsourcing Policies	Develop production and materials strategies
4.1.1.4	10232	Define capital expense policies	10232-DefineCapitalExpensePolicies.mdx	Define	Capital Expense Policies	Develop production and materials strategies
4.1.1.5	10233	Define capacities	10233-DefineCapacities.mdx	Define	Capacities	Develop production and materials strategies
4.1.1.6	10234	Define production network and supply constraints	10234-DefineProductionNetworkAndSupplyConstraints.mdx	Define	Production Network And Supply Constraints	Develop production and materials strategies
4.1.1.7	14193	Define production process	14193-DefineProductionProcess.mdx	Define	Production Process	Develop production and materials strategies
4.1.1.8	19551	Define standard operating procedures	19551-DefineStandardOperatingProcedures.mdx	Define	Standard Operating Procedures	Develop production and materials strategies
4.1.1.9	14194	Define production workplace layout and infrastructure	14194-DefineProductionWorkplaceLayoutAndInfrastructure.mdx	Define	Production Workplace Layout And Infrastructure	Develop production and materials strategies
4.1.2.1	11526	Prepare for sales and operations planning (S&OP) meeting	11526-PrepareForSalesAndOperationsPlanningSOpMeeting.mdx	Prepare	For Sales And Operations Planning (S&OP) Meeting	Plan sales and operations
4.1.2.2	11527	Balance demand and supply plans	11527-BalanceDemandAndSupplyPlans.mdx	Balance	Demand And Supply Plans	Plan sales and operations
4.1.2.3	19648	Monitor external changes in the industry or marketplace	19648-MonitorExternalChangesInTheIndustryOrMarketplace.mdx	Monitor	External Changes In Industry Or Marketplace	Plan sales and operations
4.1.3.1	10235	Develop baseline demand forecasts	10235-DevelopBaselineDemandForecasts.mdx	Develop	Baseline Demand Forecasts	Manage demand for products
4.1.3.2	10236	Collaborate demand with customers	10236-CollaborateDemandWithCustomers.mdx	Collaborate	Demand With Customers	Manage demand for products
4.1.3.3	10237	Develop demand consensus forecast	10237-DevelopDemandConsensusForecast.mdx	Develop	Demand Consensus Forecast	Manage demand for products
4.1.3.4	10238	Determine available to promise	10238-DetermineAvailableToPromise.mdx	Determine	Available To Promise	Manage demand for products
4.1.3.5	10239	Monitor activity against demand forecast and revise forecast	10239-MonitorActivityAgainstDemandForecastAndReviseForecast.mdx	Monitor	Activity Against Demand Forecast And Revise Forecast	Manage demand for products
4.1.3.6	10240	Evaluate and revise demand forecasting approach	10240-EvaluateAndReviseDemandForecastingApproach.mdx	Evaluate	And Revise Demand Forecasting Approach	Manage demand for products
4.1.3.7	10241	Measure demand forecast accuracy	10241-MeasureDemandForecastAccuracy.mdx	Measure	Demand Forecast Accuracy	Manage demand for products
4.1.4.1	10242	Create unconstrained plan	10242-CreateUnconstrainedPlan.mdx	Create	Unconstrained Plan	Create materials plan
4.1.4.2	10243	Collaborate with supplier and contract manufacturers	10243-CollaborateWithSupplierAndContractManufacturers.mdx	Collaborate	With Supplier And Contract Manufacturers	Create materials plan
4.1.4.3	10244	Identify critical materials and supplier capacity	10244-IdentifyCriticalMaterialsAndSupplierCapacity.mdx	Identify	Critical Materials And Supplier Capacity	Create materials plan
4.1.4.4	10245	Monitor material specifications	10245-MonitorMaterialSpecifications.mdx	Monitor	Material Specifications	Create materials plan
4.1.4.5	10246	Generate constrained plan	10246-GenerateConstrainedPlan.mdx	Generate	Constrained Plan	Create materials plan
4.1.4.6	14196	Define production balance and control	14196-DefineProductionBalanceAndControl.mdx	Define	Production Balance And Control	Create materials plan
4.1.5.1	20023	Model production network to enable simulation and optimization	20023-ModelProductionNetworkToEnableSimulationAndOptimization.mdx	Model	Production Network To Enable Simulation And Optimization	Create and manage master production schedule
4.1.5.2	20024	Create master production schedule	20024-CreateMasterProductionSchedule.mdx	Create	Master Production Schedule	Create and manage master production schedule
4.1.5.3	17041	Maintain master production schedule	17041-MaintainMasterProductionSchedule.mdx	Maintain	Master Production Schedule	Create and manage master production schedule
4.1.6.1	10252	Maintain master data	10252-MaintainMasterData.mdx	Maintain	Master Data	Plan distribution requirements
4.1.6.2	10253	Determine finished goods inventory requirements at destination	10253-DetermineFinishedGoodsInventoryRequirementsAtDestination.mdx	Determine	Finished Goods Inventory Requirements At Destination	Plan distribution requirements
4.1.6.3	19555	Determine product storage facility requirements	19555-DetermineProductStorageFacilityRequirements.mdx	Determine	Product Storage Facility Requirements	Plan distribution requirements
4.1.6.4	10254	Calculate requirements at destination	10254-CalculateRequirementsAtDestination.mdx	Calculate	Requirements At Destination	Plan distribution requirements
4.1.6.5	10255	Calculate consolidation at source	10255-CalculateConsolidationAtSource.mdx	Calculate	Consolidation At Source	Plan distribution requirements
4.1.6.6	10256	Manage collaborative replenishment planning	10256-ManageCollaborativeReplenishmentPlanning.mdx	Manage	Collaborative Replenishment Planning	Plan distribution requirements
4.1.6.7	10258	Calculate and optimize destination dispatch plan	10258-CalculateAndOptimizeDestinationDispatchPlan.mdx	Calculate	And Optimize Destination Dispatch Plan	Plan distribution requirements
4.1.6.8	10259	Manage dispatch plan attainment	10259-ManageDispatchPlanAttainment.mdx	Manage	Dispatch Plan Attainment	Plan distribution requirements
4.1.6.9	10260	Calculate and optimize destination load plans	10260-CalculateAndOptimizeDestinationLoadPlans.mdx	Calculate	And Optimize Destination Load Plans	Plan distribution requirements
4.1.6.10	10261	Manage partner load plan	10261-ManagePartnerLoadPlan.mdx	Manage	Partner Load Plan	Plan distribution requirements
4.1.6.11	10262	Manage cost of supply	10262-ManageCostOfSupply.mdx	Manage	Cost Of Supply	Plan distribution requirements
4.1.6.12	10263	Manage capacity utilization	10263-ManageCapacityUtilization.mdx	Manage	Capacity Utilization	Plan distribution requirements
4.1.7.1	10267	Establish distribution center layout constraints	10267-EstablishDistributionCenterLayoutConstraints.mdx	Establish	Distribution Center Layout Constraints	Establish distribution planning constraints
4.1.7.2	10268	Establish inventory management constraints	10268-EstablishInventoryManagementConstraints.mdx	Establish	Inventory Management Constraints	Establish distribution planning constraints
4.1.7.3	10269	Establish transportation management constraints	10269-EstablishTransportationManagementConstraints.mdx	Establish	Transportation Management Constraints	Establish distribution planning constraints
4.1.7.4	19558	Establish storage management constraints	19558-EstablishStorageManagementConstraints.mdx	Establish	Storage Management Constraints	Establish distribution planning constraints
4.1.8.1	10264	Review distribution network	10264-ReviewDistributionNetwork.mdx	Review	Distribution Network	Review distribution planning policies
4.1.8.2	10265	Establish sourcing relationships	10265-EstablishSourcingRelationships.mdx	Establish	Sourcing Relationships	Review distribution planning policies
4.1.8.3	10266	Establish dynamic deployment policies	10266-EstablishDynamicDeploymentPolicies.mdx	Establish	Dynamic Deployment Policies	Review distribution planning policies
4.1.9.1	10371	Establish quality targets	10371-EstablishQualityTargets.mdx	Establish	Quality Targets	Develop quality standards and procedures
4.1.9.2	10372	Develop standard testing procedures	10372-DevelopStandardTestingProcedures.mdx	Develop	Standard Testing Procedures	Develop quality standards and procedures
4.1.9.3	10373	Communicate quality specifications	10373-CommunicateQualitySpecifications.mdx	Communicate	Quality Specifications	Develop quality standards and procedures
4.2.1.1	10281	Develop procurement plan	10281-DevelopProcurementPlan.mdx	Develop	Procurement Plan	Provide sourcing governance and perform category management
4.2.1.2	10282	Clarify purchasing requirements	10282-ClarifyPurchasingRequirements.mdx	Clarify	Purchasing Requirements	Provide sourcing governance and perform category management
4.2.1.3	10283	Establish materials management contingency plans	10283-EstablishMaterialsManagementContingencyPlans.mdx	Establish	Materials Management Contingency Plans	Provide sourcing governance and perform category management
4.2.1.4	10284	Match needs to supply capabilities	10284-MatchNeedsToSupplyCapabilities.mdx	Match	Needs To Supply Capabilities	Provide sourcing governance and perform category management
4.2.1.5	10285	Analyze organization’s spend profile	10285-AnalyzeOrganizationSSpendProfile.mdx	Analyze	Organization’s Spend Profile	Provide sourcing governance and perform category management
4.2.1.6	10286	Seek opportunities to improve efficiency and value	10286-SeekOpportunitiesToImproveEfficiencyAndValue.mdx	Seek	Opportunities To Improve Efficiency And Value	Provide sourcing governance and perform category management
4.2.1.7	10287	Collaborate with suppliers to identify sourcing opportunities	10287-CollaborateWithSuppliersToIdentifySourcingOpportunities.mdx	Collaborate	With Suppliers To Identify Sourcing Opportunities	Provide sourcing governance and perform category management
4.2.3.1	10288	Select suppliers	10288-SelectSuppliers.mdx	Select	Suppliers	Select suppliers and develop/maintain contracts
4.2.3.2	10289	Certify and validate suppliers	10289-CertifyAndValidateSuppliers.mdx	Certify	And Validate Suppliers	Select suppliers and develop/maintain contracts
4.2.3.3	10290	Negotiate and establish contracts	10290-NegotiateAndEstablishContracts.mdx	Negotiate	And Establish Contracts	Select suppliers and develop/maintain contracts
4.2.3.4	10291	Manage contracts	10291-ManageContracts.mdx	Manage	Contracts	Select suppliers and develop/maintain contracts
4.2.4.1	10292	Process/Review requisitions	10292-ProcessReviewRequisitions.mdx	Process/Review	Requisitions	Order materials and services
4.2.4.2	10293	Approve requisitions	10293-ApproveRequisitions.mdx	Approve	Requisitions	Order materials and services
4.2.4.3	10294	Solicit/Track vendor quotes	10294-SolicitTrackVendorQuotes.mdx	Solicit/Track	Vendor Quotes	Order materials and services
4.2.4.4	10295	Create/Distribute purchase orders	10295-CreateDistributePurchaseOrders.mdx	Create/Distribute	Purchase Orders	Order materials and services
4.2.4.5	10296	Expedite orders and satisfy inquiries	10296-ExpediteOrdersAndSatisfyInquiries.mdx	Expedite	Orders And Satisfy Inquiries	Order materials and services
4.2.4.6	10297	Reconcile purchase orders	10297-ReconcilePurchaseOrders.mdx	Reconcile	Purchase Orders	Order materials and services
4.2.4.7	10298	Research/Resolve order exceptions	10298-ResearchResolveOrderExceptions.mdx	Research/Resolve	Order Exceptions	Order materials and services
4.2.5.1	10299	Monitor/Manage supplier information	10299-MonitorManageSupplierInformation.mdx	Monitor/Manage	Supplier Information	Manage suppliers
4.2.5.2	10300	Prepare/Analyze procurement and vendor performance	10300-PrepareAnalyzeProcurementAndVendorPerformance.mdx	Prepare/Analyze	Procurement And Vendor Performance	Manage suppliers
4.2.5.3	10301	Support inventory and production processes	10301-SupportInventoryAndProductionProcesses.mdx	Support	Inventory And Production Processes	Manage suppliers
4.2.5.4	10302	Monitor quality of product delivered	10302-MonitorQualityOfProductDelivered.mdx	Monitor	Quality Of Product Delivered	Manage suppliers
4.2.6.1	11550	Implement cross-functional buying teams	11550-ImplementCrossFunctionalBuyingTeams.mdx	Implement	Cross-functional Buying Teams	Implement procurement initiatives
4.2.6.2	11551	Implement buying consortiums	11551-ImplementBuyingConsortiums.mdx	Implement	Buying Consortiums	Implement procurement initiatives
4.2.6.3	11552	Implement integrated supply	11552-ImplementIntegratedSupply.mdx	Implement	Integrated Supply	Implement procurement initiatives
4.2.6.4	11553	Implement e-procurement	11553-ImplementEProcurement.mdx	Implement	E-procurement	Implement procurement initiatives
4.2.6.5	11554	Implement purchasing cost reduction program	11554-ImplementPurchasingCostReductionProgram.mdx	Implement	Purchasing Cost Reduction Program	Implement procurement initiatives
4.3.1.1	19563	Model and simulate plant	19563-ModelAndSimulatePlant.mdx	Model	And Simulate Plant	Schedule production
4.3.1.2	10306	Generate line level plan	10306-GenerateLineLevelPlan.mdx	Generate	Line Level Plan	Schedule production
4.3.1.3	10307	Generate detailed schedule	10307-GenerateDetailedSchedule.mdx	Generate	Detailed Schedule	Schedule production
4.3.1.4	10308	Schedule production orders and create lots	10308-ScheduleProductionOrdersAndCreateLots.mdx	Schedule	Production Orders And Create Lots	Schedule production
4.3.1.5	10315	Schedule preventive (planned) maintenance (preventive maintenance orders)	10315-SchedulePreventivePlannedMaintenancePreventiveMaintenanceOrders.mdx	Schedule	Preventive (planned) Maintenance (preventive Maintenance Orders)	Schedule production
4.3.1.6	10316	Schedule requested (unplanned) maintenance (work order cycle)	10316-ScheduleRequestedUnplannedMaintenanceWorkOrderCycle.mdx	Schedule	Requested (unplanned) Maintenance (work Order Cycle)	Schedule production
4.3.1.7	10309	Release production orders and create lots	10309-ReleaseProductionOrdersAndCreateLots.mdx	Release	Production Orders And Create Lots	Schedule production
4.3.2.1	10310	Manage raw material inventory	10310-ManageRawMaterialInventory.mdx	Manage	Raw Material Inventory	Produce/Assemble product
4.3.2.2	10311	Execute detailed line schedule	10311-ExecuteDetailedLineSchedule.mdx	Execute	Detailed Line Schedule	Produce/Assemble product
4.3.2.3	10319	Report maintenance issues	10319-ReportMaintenanceIssues.mdx	Report	Maintenance Issues	Produce/Assemble product
4.3.2.4	11560	Monitor quality	11560-MonitorQuality.mdx	Monitor	Quality	Produce/Assemble product
4.3.2.5	10313	Rerun defective items	10313-RerunDefectiveItems.mdx	Rerun	Defective Items	Produce/Assemble product
4.3.2.6	19566	Monitor and optimize production process	19566-MonitorAndOptimizeProductionProcess.mdx	Monitor	And Optimize Production Process	Produce/Assemble product
4.3.2.7	10314	Assess production performance	10314-AssessProductionPerformance.mdx	Assess	Production Performance	Produce/Assemble product
4.3.3.1	10318	Calibrate test equipment	10318-CalibrateTestEquipment.mdx	Calibrate	Test Equipment	Perform quality testing
4.3.3.2	10374	Perform testing using the standard testing procedure	10374-PerformTestingUsingTheStandardTestingProcedure.mdx	Perform	Testing Using Standard Testing Procedure	Perform quality testing
4.3.3.3	20956	Manage quality samples	20956-ManageQualitySamples.mdx	Manage	Quality Samples	Perform quality testing
4.3.3.4	10375	Record test results	10375-RecordTestResults.mdx	Record	Test Results	Perform quality testing
4.3.3.5	12045	Track and analyze non-conformance trends	12045-TrackAndAnalyzeNonConformanceTrends.mdx	Track	And Analyze Non-conformance Trends	Perform quality testing
4.3.3.6	12046	Perform root cause analysis	12046-PerformRootCauseAnalysis.mdx	Perform	Root Cause Analysis	Perform quality testing
4.3.4.1	10376	Determine lot numbering system	10376-DetermineLotNumberingSystem.mdx	Determine	Lot Numbering System	Maintain production records and manage lot traceability
4.3.4.2	10377	Determine lot use	10377-DetermineLotUse.mdx	Determine	Lot Use	Maintain production records and manage lot traceability
4.3.4.3	12836	Determine batch numbering system	12836-DetermineBatchNumberingSystem.mdx	Determine	Batch Numbering System	Maintain production records and manage lot traceability
4.3.4.4	12837	Perform goods issue	12837-PerformGoodsIssue.mdx	Perform	Goods Issue	Maintain production records and manage lot traceability
4.3.4.5	12838	Determine batch usage	12838-DetermineBatchUsage.mdx	Determine	Batch Usage	Maintain production records and manage lot traceability
4.3.5.1	11562	Establish appropriate performance measures	11562-EstablishAppropriatePerformanceMeasures.mdx	Establish	Appropriate Performance Measures	Assess production performance (master production schedule -MPS and manufacturing resource planning - MRP)
4.3.5.2	11563	Establish production monitoring frequency	11563-EstablishProductionMonitoringFrequency.mdx	Establish	Production Monitoring Frequency	Assess production performance (master production schedule -MPS and manufacturing resource planning - MRP)
4.3.5.3	11564	Calculate production performance measures	11564-CalculateProductionPerformanceMeasures.mdx	Calculate	Production Performance Measures	Assess production performance (master production schedule -MPS and manufacturing resource planning - MRP)
4.3.5.4	11565	Identify production performance trends	11565-IdentifyProductionPerformanceTrends.mdx	Identify	Production Performance Trends	Assess production performance (master production schedule -MPS and manufacturing resource planning - MRP)
4.3.5.5	11566	Identify issues/problems with performance	11566-IdentifyIssuesProblemsWithPerformance.mdx	Identify	Issues/problems With Performance	Assess production performance (master production schedule -MPS and manufacturing resource planning - MRP)
4.3.5.6	11567	Prepare appropriate reports	11567-PrepareAppropriateReports.mdx	Prepare	Appropriate Reports	Assess production performance (master production schedule -MPS and manufacturing resource planning - MRP)
4.3.5.7	11568	Develop action plan to improve performance	11568-DevelopActionPlanToImprovePerformance.mdx	Develop	Action Plan To Improve Performance	Assess production performance (master production schedule -MPS and manufacturing resource planning - MRP)
4.4.1.1	10343	Translate customer service requirements into logistics requirements	10343-TranslateCustomerServiceRequirementsIntoLogisticsRequirements.mdx	Translate	Customer Service Requirements Into Logistics Requirements	Provide logistics governance
4.4.1.2	10344	Design logistics network	10344-DesignLogisticsNetwork.mdx	Design	Logistics Network	Provide logistics governance
4.4.1.3	10345	Communicate outsourcing needs	10345-CommunicateOutsourcingNeeds.mdx	Communicate	Outsourcing Needs	Provide logistics governance
4.4.1.4	10346	Develop and maintain delivery service policy	10346-DevelopAndMaintainDeliveryServicePolicy.mdx	Develop	And Maintain Delivery Service Policy	Provide logistics governance
4.4.1.5	10347	Optimize transportation schedules and costs	10347-OptimizeTransportationSchedulesAndCosts.mdx	Optimize	Transportation Schedules And Costs	Provide logistics governance
4.4.1.6	10348	Define key performance measures	10348-DefineKeyPerformanceMeasures.mdx	Define	Key Performance Measures	Provide logistics governance
4.4.1.7	16905	Define reverse logistics strategy	16905-DefineReverseLogisticsStrategy.mdx	Define	Reverse Logistics Strategy	Provide logistics governance
4.4.2.1	10349	Plan inbound material receipts	10349-PlanInboundMaterialReceipts.mdx	Plan	Inbound Material Receipts	Plan and manage inbound material flow
4.4.2.2	10350	Manage inbound material flow	10350-ManageInboundMaterialFlow.mdx	Manage	Inbound Material Flow	Plan and manage inbound material flow
4.4.2.3	10351	Monitor inbound delivery performance	10351-MonitorInboundDeliveryPerformance.mdx	Monitor	Inbound Delivery Performance	Plan and manage inbound material flow
4.4.2.4	10352	Manage flow of returned products	10352-ManageFlowOfReturnedProducts.mdx	Manage	Flow Of Returned Products	Plan and manage inbound material flow
4.4.2.5	12708	Control quality of returned parts	12708-ControlQualityOfReturnedParts.mdx	Control	Quality Of Returned Parts	Plan and manage inbound material flow
4.4.2.6	20109	Salvage or repair returned products	20109-SalvageOrRepairReturnedProducts.mdx	Salvage	Or Repair Returned Products	Plan and manage inbound material flow
4.4.3.1	10353	Track inventory deployment	10353-TrackInventoryDeployment.mdx	Track	Inventory Deployment	Operate warehousing
4.4.3.2	10354	Receive, inspect, and store inbound deliveries	10354-ReceiveInspectAndStoreInboundDeliveries.mdx	Receive,	Inspect, And Store Inbound Deliveries	Operate warehousing
4.4.3.3	10355	Track product availability	10355-TrackProductAvailability.mdx	Track	Product Availability	Operate warehousing
4.4.3.4	10356	Pick, pack, and ship product for delivery	10356-PickPackAndShipProductForDelivery.mdx	Pick,	Pack, And Ship Product For Delivery	Operate warehousing
4.4.3.5	10357	Track inventory accuracy	10357-TrackInventoryAccuracy.mdx	Track	Inventory Accuracy	Operate warehousing
4.4.3.6	10358	Track third-party logistics storage and shipping performance	10358-TrackThirdPartyLogisticsStorageAndShippingPerformance.mdx	Track	Third-party Logistics Storage And Shipping Performance	Operate warehousing
4.4.3.7	10359	Manage physical finished goods inventory	10359-ManagePhysicalFinishedGoodsInventory.mdx	Manage	Physical Finished Goods Inventory	Operate warehousing
4.4.3.8	20957	Manage warehouse transfers	20957-ManageWarehouseTransfers.mdx	Manage	Warehouse Transfers	Operate warehousing
4.4.4.1	10360	Plan, transport, and deliver outbound product	10360-PlanTransportAndDeliverOutboundProduct.mdx	Plan,	Transport, And Deliver Outbound Product	Operate outbound transportation
4.4.4.2	10361	Track carrier delivery performance	10361-TrackCarrierDeliveryPerformance.mdx	Track	Carrier Delivery Performance	Operate outbound transportation
4.4.4.3	10362	Manage transportation fleet	10362-ManageTransportationFleet.mdx	Manage	Transportation Fleet	Operate outbound transportation
4.4.4.4	10363	Process and audit carrier invoices and documents	10363-ProcessAndAuditCarrierInvoicesAndDocuments.mdx	Process	And Audit Carrier Invoices And Documents	Operate outbound transportation
4.4.5.1	11585	Perform product classification	11585-PerformProductClassification.mdx	Perform	Product Classification	Meet data exchange and legal requirements
4.4.5.2	11586	Calculate customs duty	11586-CalculateCustomsDuty.mdx	Calculate	Customs Duty	Meet data exchange and legal requirements
4.4.5.3	11587	Manage export control	11587-ManageExportControl.mdx	Manage	Export Control	Meet data exchange and legal requirements
4.4.5.4	11588	Manage quality improvement	11588-ManageQualityImprovement.mdx	Manage	Quality Improvement	Meet data exchange and legal requirements
4.4.5.5	11589	Manage customs processing import	11589-ManageCustomsProcessingImport.mdx	Manage	Customs Processing Import	Meet data exchange and legal requirements
4.4.5.6	11590	Manage presentation to customs	11590-ManagePresentationToCustoms.mdx	Manage	Presentation To Customs	Meet data exchange and legal requirements
4.4.5.7	11591	Manage sanctioned party list screening	11591-ManageSanctionedPartyListScreening.mdx	Manage	Sanctioned Party List Screening	Meet data exchange and legal requirements
5.1.1.1	20028	Set up and maintain service delivery governance and management system	20028-SetUpAndMaintainServiceDeliveryGovernanceAndManagementSystem.mdx	Set	Up And Maintain Service Delivery Governance And Management System	Establish service delivery governance
5.1.1.2	20029	Manage service delivery performance	20029-ManageServiceDeliveryPerformance.mdx	Manage	Service Delivery Performance	Establish service delivery governance
5.1.1.3	20030	Manage service delivery development and direction	20030-ManageServiceDeliveryDevelopmentAndDirection.mdx	Manage	Service Delivery Development And Direction	Establish service delivery governance
5.1.1.4	20031	Solicit feedback from customer on service delivery satisfaction	20031-SolicitFeedbackFromCustomerOnServiceDeliverySatisfaction.mdx	Solicit	Feedback From Customer On Service Delivery Satisfaction	Establish service delivery governance
5.1.2.1	20033	Define service delivery goals	20033-DefineServiceDeliveryGoals.mdx	Define	Service Delivery Goals	Develop service delivery strategies
5.1.2.2	20034	Define labor policies	20034-DefineLaborPolicies.mdx	Define	Labor Policies	Develop service delivery strategies
5.1.2.3	20035	Evaluate resource availability	20035-EvaluateResourceAvailability.mdx	Evaluate	Resource Availability	Develop service delivery strategies
5.1.2.4	20036	Define service delivery network and supply constraints	20036-DefineServiceDeliveryNetworkAndSupplyConstraints.mdx	Define	Service Delivery Network And Supply Constraints	Develop service delivery strategies
5.1.2.5	20037	Define service delivery process	20037-DefineServiceDeliveryProcess.mdx	Define	Service Delivery Process	Develop service delivery strategies
5.1.2.6	20038	Review and validate service delivery procedures	20038-ReviewAndValidateServiceDeliveryProcedures.mdx	Review	And Validate Service Delivery Procedures	Develop service delivery strategies
5.1.2.7	20039	Define service delivery workplace layout and infrastructure	20039-DefineServiceDeliveryWorkplaceLayoutAndInfrastructure.mdx	Define	Service Delivery Workplace Layout And Infrastructure	Develop service delivery strategies
5.2.1.1	20042	Monitor pipeline	20042-MonitorPipeline.mdx	Monitor	Pipeline	Manage service delivery resource demand
5.2.1.2	20043	Develop baseline forecasts	20043-DevelopBaselineForecasts.mdx	Develop	Baseline Forecasts	Manage service delivery resource demand
5.2.1.3	20044	Collaborate with customers	20044-CollaborateWithCustomers.mdx	Collaborate	With Customers	Manage service delivery resource demand
5.2.1.4	20045	Develop consensus forecast	20045-DevelopConsensusForecast.mdx	Develop	Consensus Forecast	Manage service delivery resource demand
