industry	pcfId	hierarchyId	crossIndustryName	industryName
city-government	10391	6.2.1.2	Schedule customer service work force	Schedule constituent service work force
city-government	10393	6.2.1.4	Monitor and evaluate quality of customer interactions with customer service representatives	Monitor and evaluate quality of constituent interactions with service representatives
city-government	10388	6.2.2	Manage customer service problems, requests, and inquiries	Manage constituent service problems, requests, and inquiries
city-government	10394	6.2.2.1	Receive customer problems, requests, and inquiries	Receive constituent problems, requests, and inquiries
city-government	10395	6.2.2.3	Resolve customer problems, requests, and inquiries	Resolve constituent problems, requests, and inquiries
city-government	10396	6.2.2.4	Respond to customer problems, requests, and inquiries	Respond to constituent problems, requests, and inquiries
city-government	10389	6.2.4	Manage customer complaints	Manage constituent complaints
city-government	10397	6.2.4.1	Receive customer complaints	Receive constituent complaints
city-government	10398	6.2.4.2	Route customer complaints	Route constituent complaints
city-government	10399	6.2.4.3	Resolve customer complaints	Resolve constituent complaints
city-government	10400	6.2.4.4	Respond to customer complaints	Respond to constituent complaints
city-government	10218	6.3.5	Service products	Deliver service to constituent
city-government	10322	6.3.5.3	Provide service to specific customers	Provide service to specific constituent
city-government	10331	6.3.5.3.2	Execute product repair	Dispatch resources
city-government	10332	6.3.5.3.3	Manage service order fulfillment	Manage service order fulfillment progress
city-government	10323	6.3.5.4	Ensure quality of service	Ensure compliance with quality of service level
city-government	10335	6.3.5.4.2	Identify incomplete service orders and service failures	Identify service failures
city-government	20595	6.5	Evaluate customer service operations and customer satisfaction	Measure and evaluate constituent service operations
city-government	10401	6.5.1	Measure customer satisfaction with customer problems, requests, and inquiries handling	Measure constituent satisfaction with customer problems, requests, and inquiries handling
city-government	10402	6.5.2	Measure customer satisfaction with customer- complaint handling and resolution	Measure constituent satisfaction with complaint handling and resolution
city-government	11236	6.5.2.1	Solicit customer feedback on complaint handling and resolution	Solicit constituent feedback on complaint handling and resolution
city-government	11237	6.5.2.2	Analyze customer complaint data and identify improvement opportunities	Analyze constituent complaint data and identify improvement opportunities
city-government	10403	6.5.3	Measure customer satisfaction with products and services	Measure constituent satisfaction with city services
city-government	11238	6.5.3.1	Gather and solicit post-sale customer feedback on products and services	Gather and solicit post-service delivery feedback on city services
city-government	11239	6.5.3.2	Solicit post-sale customer feedback on ad effectiveness	Solicit post-service delivery feedback on promotion effectiveness
city-government	11240	6.5.3.4	Analyze product and service satisfaction data and identify improvement opportunities	Analyze city service satisfaction data and identify improvement opportunities
city-government	11241	6.5.3.5	Provide feedback and insights to appropriate teams (product design/development, marketing, manufacturing)	Provide constituent feedback to department/agency leaders for city services
city-government	10423	7.1.2.1	Perform workforce planning	Gather skill requirements according to corporate strategy and market environment
city-government	10424	7.1.2.2	Perform operational workforce planning	Plan employee resourcing requirements per business unit/organization
city-government	10425	7.1.2.3	Develop compensation strategy	Develop compensation plan
city-government	10210	7.1.2.3.1	Establish incentive strategy	Establish incentive plan
city-government	10427	7.1.2.6	Develop diversity, equity, and inclusion plan	Develop employee diversity plan
city-government	11622	7.1.2.7	Design talent development program	Develop training program
city-government	11623	7.1.2.8	Design talent acquisition program	Develop recruitment program
city-government	20599	7.3	Manage employee onboarding, training, and development	Manage employee on-boarding, development, and training
city-government	10474	7.3.1.1	Create/maintain employee onboarding program	Create/maintain employee on-boarding program
city-government	11243	7.3.1.2	Evaluate the effectiveness of the employee onboarding program	Evaluate the effectiveness of the employee on-boarding program
city-government	17050	7.3.1.3	Execute onboarding program	Execute on-boarding program
city-government	10472	7.3.3	Manage employee career development	Manage employee development
city-government	16940	7.3.4.2	Define employee competencies and skills	Define employee competencies
city-government	10491	7.3.4.3	Align learning programs with competencies and skills	Align learning programs with competencies
city-government	10526	7.8.5	Develop and manage employee measures	Develop and manage employee metrics
city-government	20620	8.1.3.3	Determine IT performance indicators	Determine  IT performance indicators
city-government	20644	8.1.6.3	Understand IT customer environment	Understand  IT customer environment
city-government	20663	8.2.2.3	Evaluate proposed IT investment projects	Evaluate  proposed IT investment projects
city-government	20675	8.2.4.1	Establish IT service management strategy and goals	Establish  IT service management strategy and goals
city-government	20676	8.2.4.2	Identify IT service operating and process requirements	Identify  IT service operating and process requirements
city-government	20690	8.2.5.8	Report IT service and project performance	Report  IT service and project performance
city-government	20705	8.2.7.7	Develop and plan IT investment projects	Develop and plan  IT investment projects
city-government	20714	8.3.1.9	Evaluate IT-related risks resiliency	Evaluate  IT-related risks resiliency
city-government	20754	8.3.7.5	Provide IT resilience training	Provide  IT resilience training
city-government	20774	8.4.2.4	Establish data ownership and stewardship responsibilities	Establish  data ownership and stewardship responsibilities
city-government	20779	8.4.4	Manage business information	Manage business information content
city-government	10743	9.2.2	Invoice customer	Invoice constituent
city-government	10795	9.2.2.2	Generate customer billing data	Generate constituent billing data
city-government	10796	9.2.2.3	Transmit billing data to customers	Transmit billing data to constituent
city-government	10798	9.2.2.5	Resolve customer billing inquiries	Resolve constituent billing inquiries
city-government	10800	9.2.3.2	Receive/Deposit customer payments	Receive/Deposit constituent payments
city-government	10811	9.2.5.3	Correspond/Negotiate with customer	Correspond/Negotiate with constituent customer
city-government	10747	9.4.1	Manage financial policies and procedures	Manage policies and procedures
city-government	10833	9.4.3.6	Calculate and record depreciation expense	Calculate and record depreciation expense for city enterprises
city-government	10836	9.4.3.9	Provide fixed-asset data to support tax, statutory, and regulatory reporting	Provide fixed-asset data to support reporting
city-government	10837	9.4.4.1	Prepare business unit financial statements	Prepare fund financial statements based on regulations
city-government	10838	9.4.4.2	Prepare consolidated financial statements	Prepare governmental/enterprise financial statements
city-government	10842	9.4.4.6	Produce quarterly/annual filings and shareholder reports	Produce quarterly/annual filings and constituent reports
city-government	10869	9.7.1.1	Verify AP pay file with purchase order vendor master file	Verify AP pay file with purchase order supplier master file
city-government	10760	9.8.3	Manage in-house bank accounts	Manage fund cash accounts
city-government	10902	9.8.3.2	Manage and facilitate inter-company borrowing transactions	Manage and facilitate inter-fund borrowing transactions
city-government	10906	9.8.3.6	Calculate interest and fees for in-house bank accounts	Calculate interest and fees for inter-fund borrowing accounts
city-government	10914	9.9.1.1	Establish board of directors and audit committee	Establish board of directors/council/commissions and audit committee
city-government	11250	9.9.1.4	Define business process objectives and risks	Define objectives and risks
city-government	10924	9.9.3.2	Report to regulators, share-/debt-holders, securities exchanges, etc.	Report to regulators, debt-holders, rule-making boards
city-government	10926	9.9.3.4	Report to internal management	Report to city management
city-government	10736	9.10	Manage taxes	Manage taxes paid
city-government	10765	9.10.1	Develop tax strategy and plan	Develop tax payment strategy and plan
city-government	10766	9.10.2	Process taxes	Process taxes payments
city-government	10931	9.10.2.2	Prepare tax returns	Prepare returns
city-government	10957	10.1.1.3	Determine build, buy, or lease decision	Determine build or buy decision
city-government	19209	10.2.1	Manage capital program for assets	Manage capital program for productive assets
city-government	19238	10.3	Maintain assets	Maintain productive assets
city-government	16444	11.1.1.5	Prepare and report enterprise risk to executive management and board	Prepare and report enterprise risk to city executive management and board/council
city-government	16449	11.1.2.4	Verify business unit and functional risk mitigation plans are implemented	Verify agency/departmental risk mitigation plans are implemented
city-government	16452	11.1.3	Coordinate business unit and functional risk management activities	Coordinate agency/departmental risk management activities
city-government	16453	11.1.3.1	Ensure that each business unit/function follows the enterprise risk management process	Ensure that each agency/department follows the enterprise risk management process
city-government	16454	11.1.3.2	Ensure that each business unit/function follows the enterprise risk reporting process	Ensure that each agency/department follows the enterprise risk reporting process
city-government	17462	11.1.4	Manage business unit and function risk	Manage agency/department risk
city-government	11040	12.2.3	Manage relations with trade or industry groups	Manage non-governmental organization relationships
city-government	11012	12.3	Manage relations with board of directors	Manage relations with board/council
city-government	11045	12.4.2	Manage corporate governance policies	Manage governance policies
city-government	10013	13.0	Develop and Manage Business Capabilities	Develop and Manage City Capabilities
city-government	11120	13.2.3.1.5	Create business case	Create business case and obtain funding
city-government	11147	13.4.1.10	Assess cultural context	Assess cultural issues
city-government	11157	13.4.2.7	Establish change adoption measures	Establish change adoption metrics
city-government	11100	13.5.1.1	Develop governance model with roles and accountability	Develop governance model
city-government	11075	13.6.1.1	Define enterprise measurement models	Create city-wide outcomes measurement model
city-government	11085	13.6.2.3	Conduct internal and external benchmarking	Conduct internal process and external competitive benchmarking
city-government	20147	13.6.3	Evaluate performance	Evaluate process performance
city-government	10270	13.6.3.1	Establish performance indicators (measures)	Establish appropriate performance indicators (metrics)
city-government	10274	13.6.3.6	Analyze performance	Analyze performance against benchmark data
city-government	10275	13.6.3.7	Prepare performance reports	Prepare reports
city-government	11181	13.7.2	Develop EHS program	Develop and execute functional EHS program
city-government	11195	13.7.4.5	Provide EHS support	Provide employees with EHS support
city-government	20959	13.9	Develop, manage, and deliver analytics	Develop, Manage, and Deliver Analytics
city-government	20963	13.9.4	Report on analysis	Report on data
consumer-electronics	10021	1.1.1.2	Analyze and evaluate competition	Analyze and Evaluate competition
consumer-electronics	10023	1.1.1.4	Identify political and regulatory factors	Identify political and regulatory issues
consumer-electronics	10024	1.1.1.5	Assess new technologies	Assess new technology innovations
consumer-electronics	10027	1.1.1.8	Identify environmental factors	Identify ecological concerns
consumer-electronics	16790	1.1.1.9	Evaluate intellectual property	Identify intellectual property concerns
consumer-electronics	10038	1.2.2	Define and evaluate strategic options to achieve the mission	Define and evaluate strategic options to achieve the objectives
consumer-electronics	19952	1.2.2.13	Develop innovation strategy	Develop innovation strategy and framework
consumer-electronics	10039	1.2.3	Set/Develop long-term enterprise strategy	Select long-term business strategy
consumer-electronics	10040	1.2.4	Coordinate and align cross-functional and process strategies	Coordinate and align functional and process strategies
consumer-electronics	10042	1.2.6	Develop and set organizational objectives	Develop and set organizational goals
consumer-electronics	19953	1.2.6.1	Identify organizational objectives	Identify organizational goals
consumer-electronics	19955	1.2.6.3	Monitor performance against objective	Monitor performance against goals
consumer-electronics	19958	1.2.7.3	Refine business unit strategies in support of organizational strategy	Refine business unit strategies in support of company strategy
consumer-electronics	10016	1.3	Develop and measure strategic initiatives	Execute and measure strategic initiatives
consumer-electronics	10114	3.1.1.1.1	Understand consumer needs and historical behaviors	Understand consumer needs and predict customer purchasing behavior
consumer-electronics	16573	3.2.4.1	Establish channel-specific measures and targets	Establish channel-specific metrics and targets
consumer-electronics	16500	3.2.4.4	Analyze channel performance	Analyze performance
consumer-electronics	16501	3.2.4.5	Develop plan for channel improvements	Develop plan for improvements
consumer-electronics	10148	3.3.1	Establish goals, objectives, and measures for products/services by channel/segment	Establish goals, objectives, and metrics for products/services by channel/segment
consumer-electronics	16629	3.3.9	Manage product marketing material	Manage product marketing content
consumer-electronics	20022	4.0	Manage Supply Chain for Physical Products	Deliver Physical Products
consumer-electronics	10231	4.1.1.3	Define outsourcing policies	Define contract manufacturing strategy/outsourcing policies
consumer-electronics	10224	4.1.4	Create and manage master production schedule	Create master production schedule
consumer-electronics	20024	4.1.4.2	Create master production schedule	Create and manage master production schedule
consumer-electronics	10294	4.2.4.3	Solicit supplier quotes	Solicit/Track vendor quotes
consumer-electronics	10300	4.2.5.2	Prepare/Analyze procurement and supplier performance	Prepare/Analyze procurement and vendor performance
consumer-electronics	10315	4.3.1.5	Plan for preventive maintenance	Schedule preventive (planned) maintenance (preventive maintenance orders)
consumer-electronics	10316	4.3.1.6	Request unplanned maintenance	Schedule requested (unplanned) maintenance (work order cycle)
consumer-electronics	12708	4.4.2.5	Determine quality of controlled part	Control quality of returned parts
consumer-electronics	20109	4.4.2.6	Manage disposition of returned products	Salvage or repair returned products
consumer-electronics	10353	4.4.3.1	Manage and track inventory deployment	Track inventory deployment
consumer-electronics	10378	6.1	Develop customer service strategy	Develop customer care/customer service strategy
consumer-electronics	20089	6.1.8	Define warranty claims	Define warranty offering
consumer-electronics	10423	7.1.2.1	Perform workforce planning	Gather skill requirements according to corporate strategy and market environment
consumer-electronics	10424	7.1.2.2	Perform operational workforce planning	Plan employee resourcing requirements per business unit/organization
consumer-electronics	10425	7.1.2.3	Develop compensation strategy	Develop compensation plan
consumer-electronics	10210	7.1.2.3.1	Establish incentive strategy	Establish incentive plan
consumer-electronics	10427	7.1.2.6	Develop diversity, equity, and inclusion plan	Develop employee diversity plan
consumer-electronics	11622	7.1.2.7	Design talent development program	Develop training program
consumer-electronics	11623	7.1.2.8	Design talent acquisition program	Develop recruitment program
consumer-electronics	20599	7.3	Manage employee onboarding, training, and development	Manage employee on-boarding, development, and training
consumer-electronics	10474	7.3.1.1	Create/maintain employee onboarding program	Create/maintain employee on-boarding program
consumer-electronics	11243	7.3.1.2	Evaluate the effectiveness of the employee onboarding program	Evaluate the effectiveness of the employee on-boarding program
consumer-electronics	17050	7.3.1.3	Execute onboarding program	Execute on-boarding program
consumer-electronics	10472	7.3.3	Manage employee career development	Manage employee development
consumer-electronics	16940	7.3.4.2	Define employee competencies and skills	Define employee competencies
consumer-electronics	10491	7.3.4.3	Align learning programs with competencies and skills	Align learning programs with competencies
consumer-electronics	10526	7.7.5	Develop and manage employee measures	Develop and manage employee metrics
consumer-electronics	20620	8.1.3.3	Determine IT performance indicators	Determine  IT performance indicators
consumer-electronics	20644	8.1.6.3	Understand IT customer environment	Understand  IT customer environment
consumer-electronics	20663	8.2.2.3	Evaluate proposed IT investment projects	Evaluate  proposed IT investment projects
consumer-electronics	20675	8.2.4.1	Establish IT service management strategy and goals	Establish  IT service management strategy and goals
consumer-electronics	20676	8.2.4.2	Identify IT service operating and process requirements	Identify  IT service operating and process requirements
consumer-electronics	20690	8.2.5.8	Report IT service and project performance	Report  IT service and project performance
consumer-electronics	20705	8.2.7.7	Develop and plan IT investment projects	Develop and plan  IT investment projects
consumer-electronics	20714	8.3.1.9	Evaluate IT-related risks resiliency	Evaluate  IT-related risks resiliency
consumer-electronics	20754	8.3.7.5	Provide IT resilience training	Provide  IT resilience training
consumer-electronics	20774	8.4.2.4	Establish data ownership and stewardship responsibilities	Establish  data ownership and stewardship responsibilities
consumer-electronics	20779	8.4.4	Manage business information	Manage business information content
consumer-electronics	10747	9.3.1	Manage financial policies and procedures	Manage policies and procedures
consumer-electronics	10957	10.1.1.3	Determine build, buy, or lease decision	Determine build or buy decision
consumer-electronics	19209	10.2.1	Manage capital program for assets	Manage capital program for productive assets
consumer-electronics	19238	10.5	Maintain assets	Maintain productive assets
consumer-electronics	11203	11.2.3.3	Identify/dedicate resources	Identify/Dedicate resources
consumer-electronics	11120	13.2.3.1.4	Create business case	Create business case and obtain funding
consumer-electronics	11147	13.4.1.10	Assess cultural context	Assess cultural issues
consumer-electronics	11157	13.4.2.7	Establish change adoption measures	Establish change adoption metrics
consumer-electronics	11075	13.6.1.1	Define enterprise measurement models	Create enterprise measurement systems model
consumer-electronics	11085	13.6.2.3	Conduct internal and external benchmarking	Conduct internal process and external competitive benchmarking
consumer-electronics	20147	13.6.3	Evaluate performance	Evaluate process performance
consumer-electronics	10270	13.6.3.1	Establish performance indicators (measures)	Establish appropriate performance indicators (metrics)
consumer-electronics	10274	13.6.3.6	Analyze performance	Analyze performance against benchmark data
consumer-electronics	10275	13.6.3.7	Prepare performance reports	Prepare reports
consumer-electronics	11181	13.8.2	Develop EHS program	Develop and execute functional EHS program
consumer-electronics	11195	13.8.4.5	Provide EHS support	Provide employees with EHS support
consumer-electronics	20959	13.9	Develop, manage, and deliver analytics	Develop, Manage, and Deliver Analytics
consumer-electronics	20963	13.9.4	Report on analysis	Report on data
consumer-products	10023	1.1.1.4	Identify political and regulatory factors	Identify political and regulatory issues
consumer-products	10024	1.1.1.5	Assess new technologies	Assess new technology innovations
consumer-products	10027	1.1.1.8	Identify environmental factors	Identify ecological concerns
consumer-products	16790	1.1.1.11	Evaluate intellectual property	Identify intellectual property concerns
consumer-products	10038	1.2.2	Define and evaluate strategic options to achieve the mission	Define and evaluate strategic options to achieve the objectives
consumer-products	19952	1.2.2.12	Develop innovation strategy	Develop innovation strategy and framework
consumer-products	10040	1.2.3	Coordinate and align cross-functional and process strategies	Coordinate and align functional and process strategies
consumer-products	10042	1.2.5	Develop and set organizational objectives	Develop and set organizational goals
consumer-products	19953	1.2.5.1	Identify organizational objectives	Identify organizational goals
consumer-products	19955	1.2.5.3	Monitor performance against objective	Monitor performance against goals
consumer-products	19958	1.2.6.3	Refine business unit strategies in support of organizational strategy	Refine business unit strategies in support of company strategy
consumer-products	10016	1.3	Develop and measure strategic initiatives	Execute and measure strategic initiatives
consumer-products	11424	2.1.2.5.2	Review market performance	Review market performance by country and geographic area
consumer-products	19647	2.1.2.5.4	Apply data and analytics to review supply chain methodologies	Apply data and analytics review to supply chain methodologies
consumer-products	11426	2.1.2.5.5	Review quality and performance of the product/service	Review quality and performance of the product
consumer-products	11428	2.1.2.5.7	Conduct new product development process assessment	Conduct NPD process assessment
consumer-products	10099	2.3.3.1	Design and obtain necessary capabilities/materials and equipment	Design and obtain necessary materials and equipment
consumer-products	10100	2.3.3.2	Install and validate production/service delivery process	Install and validate production process or methodology
consumer-products	11417	2.3.4.1	Monitor initial production runs	Monitor production runs
consumer-products	11418	2.3.4.2	Request engineering/process change	Request engineering change
consumer-products	10114	3.1.1.1.3	Understand consumer needs and historical behaviors	Understand consumer needs and predict customer purchasing behavior
consumer-products	16573	3.2.5.1	Establish channel-specific measures and targets	Establish channel-specific metrics and targets
consumer-products	16500	3.2.5.4	Analyze channel performance	Analyze performance
consumer-products	16501	3.2.5.5	Develop plan for channel improvements	Develop plan for improvements
consumer-products	10148	3.3.1	Establish goals, objectives, and measures for products/services by channel/segment	Establish goals, objectives, and metrics for products/services by channel/segment
consumer-products	16629	3.3.10	Manage product marketing material	Manage product marketing content
consumer-products	10103	3.4	Develop sales strategy	Develop trade customer sales strategy
consumer-products	20022	4.0	Manage Supply Chain for Physical Products	Deliver Products
consumer-products	10294	4.2.4.3	Solicit supplier quotes	Solicit/Track vendor quotes
consumer-products	10300	4.2.5.2	Prepare/Analyze procurement and supplier performance	Prepare/Analyze procurement and vendor performance
consumer-products	10315	4.3.1.5	Plan for preventive maintenance	Schedule preventive (planned) maintenance (preventive maintenance orders)
consumer-products	10316	4.3.1.6	Request unplanned maintenance	Schedule requested (unplanned) maintenance (work order cycle)
consumer-products	12708	4.4.2.5	Determine quality of controlled part	Control quality of returned parts
consumer-products	20109	4.4.2.6	Manage disposition of returned products	Salvage or repair returned products
consumer-products	10353	4.4.3.1	Manage and track inventory deployment	Track inventory deployment
consumer-products	12127	5.2.3	Enable service delivery resources	Enable service-delivery resources
consumer-products	10378	6.1	Develop customer service strategy	Develop customer care/customer service strategy
consumer-products	12840	6.2.5	Report incidents and risks to regulatory bodies	Report Incidents, Adverse Events and Corrective Action Preventive Action (CAPA)
consumer-products	17043	7.1	Develop and manage human resources planning, policies, and strategies	Develop and manage human resources (HR) planning, policies, and strategies
consumer-products	10423	7.1.2.1	Perform workforce planning	Gather skill requirements according to corporate strategy and market environment
consumer-products	10424	7.1.2.2	Perform operational workforce planning	Plan employee resourcing requirements per business unit/organization
consumer-products	10425	7.1.2.3	Develop compensation strategy	Develop compensation plan
consumer-products	10210	7.1.2.3.1	Establish incentive strategy	Establish incentive plan
consumer-products	10427	7.1.2.6	Develop diversity, equity, and inclusion plan	Develop employee diversity plan
consumer-products	11622	7.1.2.7	Design talent development program	Develop training program
consumer-products	11623	7.1.2.8	Design talent acquisition program	Develop recruitment program
consumer-products	20599	7.3	Manage employee onboarding, training, and development	Manage employee on-boarding, development, and training
consumer-products	10474	7.3.1.1	Create/maintain employee onboarding program	Create/maintain employee on-boarding program
consumer-products	11243	7.3.1.2	Evaluate the effectiveness of the employee onboarding program	Evaluate the effectiveness of the employee on-boarding program
consumer-products	17050	7.3.1.3	Execute onboarding program	Execute on-boarding program
consumer-products	10472	7.3.3	Manage employee career development	Manage employee development
consumer-products	16940	7.3.4.2	Define employee competencies and skills	Define employee competencies
consumer-products	10491	7.3.4.3	Align learning programs with competencies and skills	Align learning programs with competencies
consumer-products	10526	7.7.5	Develop and manage employee measures	Develop and manage employee metrics
consumer-products	20620	8.1.3.3	Determine IT performance indicators	Determine  IT performance indicators
consumer-products	20644	8.1.6.3	Understand IT customer environment	Understand  IT customer environment
consumer-products	20663	8.2.2.3	Evaluate proposed IT investment projects	Evaluate  proposed IT investment projects
consumer-products	20675	8.2.4.1	Establish IT service management strategy and goals	Establish  IT service management strategy and goals
consumer-products	20676	8.2.4.2	Identify IT service operating and process requirements	Identify  IT service operating and process requirements
consumer-products	20690	8.2.5.8	Report IT service and project performance	Report  IT service and project performance
consumer-products	20705	8.2.7.7	Develop and plan IT investment projects	Develop and plan  IT investment projects
consumer-products	20714	8.3.1.9	Evaluate IT-related risks resiliency	Evaluate  IT-related risks resiliency
consumer-products	20754	8.3.7.5	Provide IT resilience training	Provide  IT resilience training
consumer-products	20774	8.4.2.4	Establish data ownership and stewardship responsibilities	Establish  data ownership and stewardship responsibilities
consumer-products	20779	8.4.4	Manage business information	Manage business information content
consumer-products	10747	9.3.1	Manage financial policies and procedures	Manage policies and procedures
consumer-products	10957	10.1.1.3	Determine build, buy, or lease decision	Determine build or buy decision
consumer-products	19209	10.2.1	Manage capital program for assets	Manage capital program for productive assets
consumer-products	19238	10.3	Maintain assets	Maintain productive assets
consumer-products	19246	10.3.2.1	Schedule maintenance work	Schedule work
consumer-products	11203	11.3.3	Identify/dedicate resources	Identify/Dedicate resources
consumer-products	11120	13.2.3.1.4	Create business case	Create business case and obtain funding
consumer-products	11147	13.4.1.10	Assess cultural context	Assess cultural issues
consumer-products	11157	13.4.2.7	Establish change adoption measures	Establish change adoption metrics
consumer-products	11075	13.6.1.1	Define enterprise measurement models	Create enterprise measurement systems model
consumer-products	11085	13.6.2.3	Conduct internal and external benchmarking	Conduct internal process and external competitive benchmarking
consumer-products	20147	13.6.3	Evaluate performance	Evaluate process performance
consumer-products	10270	13.6.3.1	Establish performance indicators (measures)	Establish appropriate performance indicators (metrics)
consumer-products	10274	13.6.3.6	Analyze performance	Analyze performance against benchmark data
consumer-products	10275	13.6.3.7	Prepare performance reports	Prepare reports
consumer-products	11181	13.7.2	Develop EHS program	Develop and execute functional EHS program
consumer-products	11195	13.7.4.5	Provide EHS support	Provide employees with EHS support
consumer-products	20959	13.8	Develop, manage, and deliver analytics	Develop, Manage, and Deliver Analytics
consumer-products	20963	13.8.4	Report on analysis	Report on data
education	10002	1.0	Develop Vision and Strategy	Develop District Vision and Strategy
education	17040	1.1	Define the business concept and long-term vision	Define the district context and long-term vision
education	10021	1.1.1.1	Analyze and evaluate competition	Analyze and evaluate competition (surrounding districts, private and charter schools, virtual schools, etc..)
education	10022	1.1.1.2	Identify economic trends	Identify economic trends (tax base, revenue, state/federal funding and grants)
education	10023	1.1.1.3	Identify political and regulatory factors	Identify political and regulatory issues
education	10024	1.1.1.4	Assess new technologies	Assess new technology innovations (instructional, administrative, and operational)
education	10027	1.1.1.7	Identify environmental factors	Identify ecological concerns
education	16790	1.1.1.8	Evaluate intellectual property	Identify intellectual property concerns
education	10018	1.1.2	Survey market and determine customer needs and wants	Survey stakeholders and determine customer needs and requirements
education	10028	1.1.2.1	Conduct qualitative/quantitative research and assessments	Conduct qualitative/quantitative assessments
education	19946	1.1.2.2	Capture customer needs and wants	Capture student and stakeholder needs
education	19947	1.1.2.3	Assess customer needs and wants	Assess student and stakeholder needs
education	10019	1.1.3	Assess the internal environment	Conduct internal analysis of educational programs, support, and operation services
education	10034	1.1.3.6	Identify core competencies	Identify (district) core competencies
education	10015	1.2	Develop business strategy	Develop district strategy
education	10038	1.2.2	Define and evaluate strategic options to achieve the mission	Define and evaluate strategic options to achieve the objectives
education	10039	1.2.3	Set/Develop long-term enterprise strategy	Select long-term district strategy
education	10040	1.2.4	Coordinate and align cross-functional and process strategies	Coordinate and align functional and process strategies
education	10049	1.2.5.1	Evaluate breadth and depth of organizational structure	Evaluate breadth and depth of district organizational structure
education	10055	1.2.5.3	Assess organizational implication of feasible alternatives	Assess organizational implication of staffing
education	10042	1.2.6	Develop and set organizational objectives	Develop and set district goals
education	19953	1.2.6.1	Identify organizational objectives	Identify organizational goals
education	10043	1.2.7	Formulate business unit strategies	Formulate department and campus strategies
education	19956	1.2.7.1	Analyze business unit strategies	Analyze department and campus strategies to district
education	10016	1.3	Develop and measure strategic initiatives	Execute and measure strategic initiatives
education	10060	1.3.4	Establish high-level measures	Establish high-level performance measures
education	19983	1.3.4.1	Establish baselines for business value drivers	Develop district scorecards to monitor and report performance
education	19984	1.3.4.2	Monitor performance against baselines	Align department and campus performance measures to district level measures
education	10285	4.2.1.5	Analyze organization’s spend profile	Analyze district’s purchasing history
education	10289	4.2.3.2	Certify and validate suppliers	Certify and validate suppliers (receive and accept bids; create a bids list)
education	10294	4.2.4.3	Solicit supplier quotes	Monitor vendor quotes
education	10298	4.2.4.7	Research/Resolve order exceptions	Research/Resolve exceptions
education	10300	4.2.5.2	Prepare/Analyze procurement and supplier performance	Prepare/Analyze spending and vendor performance
education	10301	4.2.5.3	Support inventory and production processes	Support inventory processes
education	10343	4.3.1.1	Translate customer service requirements into logistics requirements	Translate district requirements into logistics requirements
education	10347	4.3.1.5	Optimize transportation schedules and costs	Optimize distribution to schools’ schedules and costs
education	10349	4.3.2.1	Plan inbound material receipts	Plan receipt of deliveries
education	10350	4.3.2.2	Manage inbound material flow	Manage receivables flow
education	10351	4.3.2.3	Monitor inbound delivery performance	Monitor receivables delivery performance
education	10353	4.3.3.1	Manage and track inventory deployment	Track inventory deployment
education	10354	4.3.3.2	Receive, inspect, and store inbound deliveries	Receive, inspect, and store receivables
education	10355	4.3.3.3	Track product availability	Track inventory availability
education	10356	4.3.3.4	Pick, pack, and ship product for delivery	Pick, pack, and ship materials delivery
education	10341	4.3.4	Operate outbound transportation	Operate delivery of materials
education	10360	4.3.4.1	Plan, transport, and deliver outbound product	Plan, transport, and deliver materials to schools
education	10361	4.3.4.2	Track carrier delivery performance	Track delivery performance
education	10362	4.3.4.3	Manage transportation fleet	Manage delivery fleet
education	10363	4.3.4.4	Process and audit carrier invoices and documents	Process and audit work orders, requisitions, and documents
education	10364	4.3.5.1	Authorize return	Authorize and process returns
education	10378	5.1	Develop customer service strategy	Develop student and stakeholder listening strategies
education	20086	5.1.1.2	Define customer service requirements across the enterprise	Determine student and stakeholder support requirements
education	10383	5.1.3.1	Establish target service level for each customer segment	Identify district customer service standards
education	10388	5.2.2	Manage customer service problems, requests, and inquiries	Manage stakeholder requests/inquiries
education	10394	5.2.2.1	Receive customer problems, requests, and inquiries	Receive customer information/ open records requests/inquiries
education	13482	5.2.2.2	Analyze problems, requests, and inquiries	Route customer information/open records requests/inquiries
education	10396	5.2.2.3	Respond to customer problems, requests, and inquiries	Respond to customer information/ open records requests/inquiries
education	10389	5.2.3	Manage customer complaints	Manage student and stakeholder complaints
education	10397	5.2.3.1	Receive customer complaints	Receive student and stakeholder complaints
education	10398	5.2.3.2	Route customer complaints	Route student and stakeholder complaints
education	10399	5.2.3.3	Resolve customer complaints	Resolve student and stakeholder complaints
education	10400	5.2.3.4	Respond to customer complaints	Respond to student and stakeholder complaints
education	20595	5.3	Evaluate customer service operations and customer satisfaction	Measure and evaluate student and stakeholder service strategies
education	10401	5.3.1	Measure customer satisfaction with customer problems, requests, and inquiries handling	Measure customer satisfaction
education	11687	5.3.1.1	Solicit customer feedback on customer service experience	Gather and solicit students and stakeholder feedback on educational and support services
education	11688	5.3.1.2	Analyze customer service data and identify improvement opportunities	Analyze educational and support services satisfaction data and identify improvement and innovation opportunities
education	18126	5.3.1.3	Provide customer feedback to product management on customer service experience	Report student and stakeholder feedback on educational and support services
education	10402	5.3.2	Measure customer satisfaction with customer- complaint handling and resolution	Measure stakeholder satisfaction with complaint handling and resolution
education	11236	5.3.2.1	Solicit customer feedback on complaint handling and resolution	Solicit stakeholder feedback on complaint handling and resolution
